,index,song_gn_dtl_gnr_basket,issue_date,album_name,album_id,artist_id_basket,song_name,song_gn_gnr_basket,artist_name_basket,id
9993,10005,"['GN2701', 'GN2703']",20190222,No Stopping Love (NCS),10253607,[881014],No Stopping Love,GN2700,['Dirty Palm'],10005
9994,10006,['GN2701'],20190503,HELDEEP Vibes Pt. 4 - EP,10288544,"[960220, 1704147]",Mess With Me,GN2700,"['Nadia Gattas', 'Le Boeuf']",10006
10055,10067,"['GN2701', 'GN2703']",20190614,Caffeine,10296739,"[773986, 672942]",Caffeine,GN2700,"['Maarten De Jong', 'Allen Watts']",10067
10223,10235,['GN2701'],20190419,Selfish (The Remixes),10275334,"[751063, 959878]",Selfish (Syn Cole Remix),GN2700,"['Dimitri Vegas & Like Mike', 'Era Istrefi']",10235
10460,10472,"['GN2701', 'GN2704']",20190426,Neon Future III,10277731,"[487524, 1272493]",Just Hold On,GN2700,"['Steve Aoki', 'Louis Tomlinson']",10472
10621,10633,"['GN2701', 'GN2703']",20180622,Ferry Corsten Presents Corsten`s Countdown May 2018,10178109,"[43140, 503080]",Safe With Me,GN2700,"['Ferry Corsten', 'DIM3NSION']",10633
11716,11730,"['GN2701', 'GN2703']",20181016,Fool Me Twice,10212306,[779435],Fool Me Twice (feat. Zach Matari & Dramos),GN2700,['Kastra'],11730
12870,12885,['GN2701'],20200228,Ecstasy,10394920,[699322],Get Close,GN2700,['Disclosure'],12885
14262,14282,"['GN2701', 'GN2703']",20191125,Mr. Navigator,10356139,"[43122, 421940]",Mr. Navigator,GN2700,"['Armin Van Buuren', 'Tempo Giusto']",14282
14795,14816,"['GN2701', 'GN2703']",20190620,By Your Side (Feat. Norah B),10298060,"[758202, 769337]",By Your Side (Feat. Norah B),GN2700,"['Luca Testa', 'Boostedkids']",14816
15161,15185,['GN2701'],20200306,Skin (Feat. Siena Bella),10399552,[921130],Skin (Feat. Siena Bella),GN2700,['Mimo'],15185
15372,15396,['GN2701'],20190531,100 Greatest Dance Tracks,10292505,"[874470, 228516]",Feel It Still (Ofenbach Remix),GN2700,"['Ofenbach', 'Portugal. The Man']",15396
15661,15685,['GN2701'],20191101,Turn Me On (Marshall Jefferson Anthem Mix) (feat. Vula),10345658,"[508177, 724002]",Turn Me On (Marshall Jefferson Anthem Mix) (feat. Vula),GN2700,"['Riton', 'Oliver Heldens']",15685
16060,16084,"['GN2701', 'GN2703', 'GN2704']",20191011,All This Time (Timmy Trumpet Remix),10336887,[720122],All This Time (Timmy Trumpet Remix),GN2700,['Deorro'],16084
16862,16891,"['GN2701', 'GN2703']",20190906,Soft Hard Body,10324982,[2737629],Peaking,GN2700,['MoMa Ready'],16891
17798,17831,['GN2701'],20200302,Melody (Tip Of My Tongue),10402081,[1228906],Melody (Tip Of My Tongue),GN2700,['Mike Williams'],17831
18692,18725,['GN2701'],20191125,Lose My Mind,10356117,[2755921],Lose My Mind,GN2700,['BOKA'],18725
19006,19040,"['GN2701', 'GN2703']",20190107,Outsiders (Feat. MC GEE),10239424,[1055378],Outsiders (Feat. MC GEE),GN2700,['Outsiders'],19040
19160,19194,"['GN2701', 'GN2703']",20181218,Take Everything,10233798,"[188321, 576419]",Take Everything,GN2700,"['Gareth Emery', 'Emma Hewitt']",19194
20024,20060,"['GN2701', 'GN2703']",20181214,Treat You Right,10232889,[987128],Treat You Right,GN2700,['Zerky'],20060
20103,20140,['GN2701'],20200330,Blow Up The Night (feat. Sam Stray Wood) (Streaming Ver.),10411287,"[875133, 2076589]",Blow Up The Night (feat. Sam Stray Wood),GN2700,"['Leandro Da Silva', 'Ivan Cappello']",20140
20689,20726,"['GN2701', 'GN2703']",20180622,Ferry Corsten Presents Corsten`s Countdown May 2018,10178109,[753885],Back To Life (Feat. Jules),GN2700,['Mike Shiver'],20726
20780,20817,"['GN2701', 'GN2703']",20191025,All Comes Down (Feat. Cimo Frankel),10343390,[43122],All Comes Down (Feat. Cimo Frankel),GN2700,['Armin Van Buuren'],20817
21205,21243,"['GN2701', 'GN2703']",20191223,Higher,10367849,"[2136797, 1035171]",Higher,GN2700,"['Reaubeau', 'Ekko & Sidetrack']",21243
22342,22381,['GN2701'],20200214,Born To Love (feat. SHELLS),10388293,[2640458],Born To Love (feat. SHELLS),GN2700,['Meduza'],22381
24031,24073,"['GN2701', 'GN2703']",20190628,Subculture,10301019,[892949],Crashing Over (feat. Cat Martin),GN2700,['Factor B'],24073
24675,24717,"['GN2701', 'GN2703']",20190503,WILDFIRE (NCS),10280754,"[1066310, 1107316]",WILDFIRE,GN2700,"['Jim Yosef', 'Sara Skinner']",24717
25065,25110,['GN1101'],20200129,Bass House Anthems: Best of 2019 (Presented by Spinnin` Records) (Streaming Ver.),10381014,"[634931, 1702836]",Stronger,GN2700,"['Breathe Carolina', 'Raven & Kreyn']",25110
26173,26218,"['GN2701', 'GN2703', 'GN2704']",20190208,Space Journey / Thumper,10248958,[712209],Thumper,GN2700,['MaRLo'],26218
27688,27735,['GN2701'],20180223,"Amsterdam Trap Music, Vol. 3",10355922,[722823],Beastmode (Feat. Stoltenhoff),GN2700,['Yellow Claw'],27735
27849,27896,['GN2701'],20200124,911 (Feat. J),10379517,[2621439],911 (Feat. J),GN2700,['SAINT PUNK'],27896
27909,27956,"['GN2701', 'GN2703']",20190902,Tender Is The Night,10323755,[2638115],Black Market,GN2700,['Luigi Tozzi'],27956
28700,28749,"['GN2701', 'GN2704']",20190408,Let It Rip (Global Remix Battle I EP),10270922,"[518460, 1183357]",Let It Rip (Feat. Titus) (Chipcat Remix),GN2700,"['Afrojack', 'Brohug']",28749
29188,29238,['GN2701'],20200313,Everywhere (feat. Eskeemo),10402309,[2622825],Everywhere (feat. Eskeemo),GN2700,['Jonasu'],29238
29425,29475,['GN2001'],20200124,Welcome 2020 (DJ Set),10378526,[2227745],Welcome 2020 (DJ Set),GN2700,['Kennto'],29475
29491,29541,['GN2701'],20190426,All Night (Remixes),10280146,"[487524, 1284681]",All Night (Alan Walker Remix),GN2700,"['Steve Aoki', 'Lauren Jauregui']",29541
29677,29727,['GN2701'],20190510,Defected Presents House Masters - Junior Jack,10283778,[51820],Stupidisco (Extended Version),GN2700,['Junior Jack'],29727
30068,30119,['GN2701'],20191128,No Time For You (feat. Riha),10358002,[2756661],No Time For You (feat. Riha),GN2700,['Trosk'],30119
30193,30244,"['GN2701', 'GN2703', 'GN2704']",20190614,Beast Mode (Streaming Ver.),10299502,[686510],Beast Mode,GN2700,['KURA'],30244
30512,30564,"['GN2701', 'GN2703', 'GN2704']",20181213,ASOT 893 - A State Of Trance Episode 893,10232391,"[504074, 768194]",Long Way From Home (ASOT 893),GN2700,"['Above & Beyond', 'Spencer Brown']",30564
30790,30842,['GN1101'],20200214,Over and Out (feat. Charlott Boss) (Download Ver.),10390076,"[772152, 870541]",Over and Out (feat. Charlott Boss),GN2700,"['Kshmr', 'Hard Lights']",30842
31007,31059,"['GN2701', 'GN2703', 'GN2704']",20190809,Hava (feat. Dr Phunk),10316079,"[487524, 698611]",Hava (feat. Dr Phunk),GN2700,"['Steve Aoki', 'Timmy Trumpet']",31059
31244,31296,"['GN2701', 'GN2703']",20190220,Lionheart (feat. PollyAnna),10252563,"[188321, 515644]",Lionheart (feat. PollyAnna),GN2700,"['Gareth Emery', 'Ashley Wallbridge']",31296
31281,31333,"['GN2701', 'GN2704']",20070903,Love Is Gone,376139,[182123],Love Is Gone (Fred Riester & Joachim Garraud Radio Edit Rmx),GN2700,['David Guetta'],31333
31392,31444,['GN0901'],20191017,Watch Yo Back,10339549,[1024341],I Don&#39;t Need You,GN2700,['Slushii'],31444
31894,31947,"['GN2701', 'GN2703', 'GN2704']",20190308,Wait 4 It,10258167,[589672],Wait 4 It,GN2700,['Orjan Nilsen'],31947
32259,32312,"['GN2701', 'GN2704']",20190405,I`m Not Alone 2019,10270645,[227229],I`m Not Alone (2019 Edit),GN2700,['Calvin Harris'],32312
32750,32803,"['GN2701', 'GN2703']",20190426,Breathe (Remixes),10280152,[729947],Breathe (BRKLYN Remix),GN2700,['Mako'],32803
32964,33017,"['GN2701', 'GN2703', 'GN2704']",20180706,Shivers (Feat. Susana) (ALPHA 9 Remix),10181533,[43122],Shivers (Feat. Susana) (ALPHA 9 Remix),GN2700,['Armin Van Buuren'],33017
32979,33032,"['GN2701', 'GN2703']",20190508,EDM Dubstep,10282239,"[2641428, 2642295]",Dance Stars,GN2700,"['Nick Delta', 'Rot Matrix']",33032
33003,33056,['GN1101'],20191203,Dinner Time,10359649,[2757437],Dinner Time,GN2700,['FineRefined'],33056
33597,33651,['GN2701'],20200410,Lie To Me,10415579,"[2863767, 2642858, 1602697]",Lie To Me,GN2700,"['Marphil', 'Yann Muller', 'Sylow']",33651
34142,34198,['GN2701'],20190503,Don`t Worry Bout Me (Remixes),10280581,[829831],Don`t Worry Bout Me (Alle Farben Remix),GN2700,['Zara Larsson'],34198
35401,35461,"['GN2701', 'GN2703']",20190125,Alive,10245298,[790482],Alive,GN2700,['Ronaissance'],35461
35501,35561,['GN2701'],20191122,So Cold (feat. Lily Denning) [Remixes],10362469,"[927136, 1908381]",So Cold (feat. Lily Denning) [Kokiri Remix],GN2700,"['Mahalo', 'DLMT']",35561
36460,36525,['GN2701'],20200228,"Alone, Pt. II (Remixes)",10395187,"[943471, 2137864]","Alone, Pt. II (Da Tweekaz Remix)",GN2700,"['Alan Walker', 'Ava Max']",36525
37288,37355,['GN2701'],20190524,Where Do You Go (feat. Lexy Panterra) (Download Ver.),10289661,[781398],Where Do You Go (feat. Lexy Panterra),GN2700,['Shaun Frank'],37355
37825,37893,['GN2701'],20200110,Rabbit Hole (Monkey Safari Remixes),10373506,"[787529, 559334]",Rabbit Hole (Monkey Safari&#39;s Attention Mix),GN2700,"['Camelphat', 'Jem Cooke']",37893
38537,38606,['GN1101'],20191018,Is It Real? (feat. Salena Mastroianni),10342624,"[713102, 751882, 979898]",Is It Real? (feat. Salena Mastroianni),GN2700,"['Tobtok', 'Simon Field', 'Oliver Nelson']",38606
39189,39259,['GN2701'],20191213,The Edge Is On The Sun,10364000,"[2732809, 2746658, 2759042]",The Edge Is On The Sun,GN2700,"['Diego Fragoso', 'Gianni Petrarca', 'Walter Mour&#227;o']",39259
40654,40725,"['GN2701', 'GN2703']",20180622,Ferry Corsten Presents Corsten`s Countdown May 2018,10178109,"[1011575, 490402]",Tulum,GN2700,"['Ellez Ria', 'Zaa']",40725
41064,41135,['GN2701'],20200316,Forever Spank (Streaming Ver.),10406049,"[524201, 2225429]",Forever Spank,GN2700,"['Daddy`s Groove', 'Ron Louis Smith 2nd']",41135
41080,41151,"['GN2701', 'GN2703', 'GN2704']",20190125,Find Your Harmony Radioshow #139,10245635,"[751063, 43122, 569092]",Repeat After Me (FYH139),GN2700,"['Dimitri Vegas & Like Mike', 'Armin Van Buuren', 'W&W']",41151
41575,41646,['GN2701'],20200228,"Alone, Pt. II (Remixes)",10395187,"[943471, 2137864]","Alone, Pt. II (RetroVision Remix)",GN2700,"['Alan Walker', 'Ava Max']",41646
41714,41785,"['GN2701', 'GN2703', 'GN2704']",20181026,Hey Baby,10199094,[838364],Bad Boy (Feat. Luana Kiara),GN2700,['Tungevaag & Raaban'],41785
42082,42153,['GN2701'],20191213,Shake That (Wiggle Wiggle),10363359,[1760352],Shake That (Wiggle Wiggle),GN2700,['Like Son'],42153
42121,42192,"['GN2701', 'GN2703']",20180123,Black Hole Trance Music 01-18,10131350,[770465],Nymeria (Extended Mix),GN2700,['Dirkie Coetzee'],42192
42235,42306,"['GN2701', 'GN2703', 'GN2704']",20190411,Yet To Come (Feat. Kyler England),10272422,"[469024, 486340]",Yet To Come (Feat. Kyler England),GN2700,"['Alexander Popov', 'LTN']",42306
42361,42433,"['GN2701', 'GN2703']",20170921,Awake,10355233,[861804],Free Fall (Feat. RUNN),GN2700,['Illenium'],42433
42569,42642,"['GN2701', 'GN2703']",20180330,Save Me (Against All Odds),10156093,[946228],Save Me (Against All Odds),GN2700,['Blinkie'],42642
43360,43433,"['GN2701', 'GN2703', 'GN2704']",20190124,We`re Not Going Home,10245248,"[43140, 355916]",We`re Not Going Home,GN2700,"['Ferry Corsten', 'Ilan Bluestone']",43433
46019,46094,['GN2701'],20191023,A Different Way,10342335,"[2645971, 2083590]",A Different Way,GN2700,"['Cami', 'Max Oazo']",46094
46911,46989,['GN1101'],20191213,Aquarius,10365711,[724002],Aquarius,GN2700,['Oliver Heldens'],46989
47585,47663,"['GN2701', 'GN2703']",20190426,Raindrops (Streaming Ver.),10278809,[641433],Raindrops,GN2700,['Sikdope'],47663
47888,47968,"['GN2701', 'GN2703']",20181010,Grotesque Reworked & Remixed 2,10209949,"[751325, 687143]",Someone Like You (ReOrder Remix),GN2700,"['Ram', 'Susana']",47968
48243,48323,"['GN2701', 'GN2703', 'GN2704']",20200221,Carte Blanche (Deluxe),10391237,[195400],No More (Feat. ZHU),GN2700,['DJ Snake'],48323
48656,48736,['GN1101'],20200330,Younger Revisited,10410325,[2704061],Younger Revisited,GN2700,['Claudio Souza Mattos'],48736
49679,49762,['GN2701'],20191122,Jolean,10354693,"[2755691, 741152, 170861]",Jolean,GN2700,"['Get Real', 'Claude VonStroke', 'Green Velvet']",49762
49871,49954,"['GN2701', 'GN2704']",20190517,SOS (Laidback Luke Tribute Remix),10286640,[529182],SOS (Laidback Luke Tribute Remix / Radio Edit) (Feat. Aloe Blacc),GN2700,['Avicii'],49954
50971,51056,['GN2701'],20190614,Hope,10299593,"[2621698, 1159280]",Hope,GN2700,"['Navarra', 'Freakonamics']",51056
52890,52977,"['GN2701', 'GN2703']",20191004,Earthquake (NCS),10336396,[2749224],Earthquake,GN2700,['ROY KNOX'],52977
53341,53428,"['GN2701', 'GN2703']",20181109,No Tourists,10220296,[105490],Timebomb Zone,GN2700,['The Prodigy'],53428
54584,54671,"['GN2701', 'GN2703', 'GN2704']",20080610,In Search Of Sunrise 7 - Asia,583168,[32887],6AM (Kyau & Albert Remix),GN2700,['Tiesto'],54671
55479,55567,"['GN2701', 'GN2703', 'GN2704']",20180524,Blah Blah Blah,10169535,[43122],Blah Blah Blah (Extended Mix),GN2700,['Armin Van Buuren'],55567
56137,56225,['GN2701'],20190507,Deep House Summer 2019,10281119,[879988],Vega (Original Mix),GN2700,['Clameres'],56225
58772,58868,['GN1101'],20200324,Sense Appeal,10406941,[2296873],Sense Appeal,GN2700,['Graham Van Pelt'],58868
59075,59171,['GN2701'],20181116,LaLaLove (The Remixes),10223169,[1182626],LaLaLove (Hugel Remix),GN2700,['Mono Mind'],59171
59151,59247,['GN2701'],20190419,When You Leave (Breathe Carolina Remix),10277360,"[2399989, 838543]",When You Leave (Breathe Carolina Remix),GN2700,"['Nikki Vianna', 'Matoma']",59247
59272,59368,['GN1101'],20200211,Turnt Up,10386473,[369794],Turnt Up (Feat. Snoop Dogg),GN2700,['R-wan'],59368
60373,60471,[],20191206,I Will Let You Down (feat. KLARA) (Streaming Ver.),10372439,[1203582],I Will Let You Down (feat. KLARA),GN2700,['Madison Mars'],60471
61731,61831,['GN1101'],20200204,Aftermath,10383789,[730853],Aftermath,GN2700,['Vicetone'],61831
61783,61883,['GN2701'],20200228,"Alone, Pt. II (Remixes)",10395187,"[943471, 2137864]","Alone, Pt. II (Alex Skrindo & Sebastian Wibe Remix)",GN2700,"['Alan Walker', 'Ava Max']",61883
62016,62116,"['GN2701', 'GN2703', 'GN2704']",20181108,Find Your Harmony Radioshow #128,10219846,[765600],More Of Your Love (FYH128),GN2700,['Fatum'],62116
62424,62525,['GN2701'],20200331,Hell Yeah!,10414865,"[32887, 243157]",Hell Yeah!,GN2700,"['Tiesto', 'Showtek']",62525
62677,62778,['GN2701'],20191213,The Red Pill,10364447,[729383],The Red Pill,GN2700,['Chris Schweizer'],62778
63152,63254,"['GN2701', 'GN2703']",20190111,Knowledge of Self,10241004,[868715],KOS,GN2700,['Craze'],63254
63275,63377,['GN2701'],20200228,"Alone, Pt. II (Remixes)",10395187,"[943471, 2137864]","Alone, Pt. II (Rugged Remix)",GN2700,"['Alan Walker', 'Ava Max']",63377
64217,64321,['GN2701'],20200306,We Are Diamonds (feat. MPH)  (Streaming Ver.),10402584,[1626204],We Are Diamonds (feat. MPH),GN2700,['Jack Wins'],64321
64575,64679,['GN2701'],20191126,XTZ,10356788,[2756295],XTZ,GN2700,['IQONIX'],64679
64662,64766,"['GN2701', 'GN2703']",20180830,We Are The Brave,10199066,[510345],We Are The Brave (Feat. Luke Chable),GN2700,['Johann Stone'],64766
64675,64779,['GN2701'],20191115,DEADTHEALBUM,10356238,[634931],Too Good,GN2700,['Breathe Carolina'],64779
64797,64901,['GN2701'],20190503,All My Friends (Eden Prince Remix),10280620,[2189633],All My Friends (Eden Prince Extended Remix),GN2700,['AJ Mitchell'],64901
65497,65604,"['GN2701', 'GN2703']",20190513,The Legacy Remixes,10283391,[1595280],The Legacy (Alphazone Remix),GN2700,['Saltwater'],65604
66724,66833,['GN2701'],20200110,Broken Love,10373478,[2762645],Broken Love,GN2700,['Alan Maciel'],66833
66937,67046,['GN1101'],20200327,Never Felt A Love Like This (feat. Dotan) [Remixes],10409759,"[743961, 694713]",Never Felt A Love Like This (feat. Dotan) [Raven & Kreyn Remix],GN2700,"['Galantis', 'Hook N Sling']",67046
68865,68978,"['GN2701', 'GN2703']",20181116,King of My Castle (Mixes),10222528,[881780],King of My Castle (Club Mix),GN2700,['Charming Horses'],68978
69650,69765,[],20200320,No One Nobody (feat. Tannergard) (Streaming Ver.),10407832,[896342],No One Nobody (feat. Tannergard),GN2700,['Lvndscape'],69765
69901,70016,['GN2701'],20200327,Konoha,10408436,[1736537],Konoha,GN2700,['Breaking Beattz'],70016
70069,70184,"['GN2701', 'GN2703']",20190821,Circuit Breaker,10319582,[2743286],La Petite Mort (Original),GN2700,['Twan'],70184
71414,71530,['GN2701'],20200228,Good Ones (Coucheron Remix),10398743,[2402236],Good Ones (Coucheron Remix),GN2700,['LeyeT'],71530
72585,72701,['GN2701'],20191115,Raka,10351957,"[874682, 193866]",Raka,GN2700,"['Golden Features', 'The Presets']",72701
72752,72868,['GN2701'],20200221,Good (Streaming Ver.),10392757,[786425],Good,GN2700,['Lodato'],72868
73772,73890,['GN1101'],20191018,What Can We Do (A Deeper Love),10342642,[32887],What Can We Do (A Deeper Love),GN2700,['Tiesto'],73890
74082,74202,['GN1101'],20200313,Do It For You (Streaming Ver.),10406022,"[569092, 625015]",Do It For You,GN2700,"['W&W', 'Lucas & Steve']",74202
74404,74524,['GN2701'],20190604,WAPPL Vol. 6,10293286,[2558277],I Don`t Even Care (feat. Chiara),GN2700,['Filippin'],74524
74413,74533,"['GN2701', 'GN2703']",20190814,Bangers[2].Zip,10317588,"[575792, 983595]",Griztronics,GN2700,"['Griz', 'Subtronics']",74533
74480,74600,"['GN2701', 'GN2703']",20191018,You And Me As One,10340284,"[361305, 666971]",You And Me As One,GN2700,"['Sigma', 'Jack Savoretti']",74600
74933,75053,['GN2701'],20190802,Soulful Deep & Dope Ibiza 2019,10313495,[472366],Alone with You (feat. Cleopold) [Purple Disco Machine Remix],GN2700,['Kraak And Smaak'],75053
75033,75153,['GN2701'],20191115,Rage,10352053,[2742897],Rage (Radio Edit.),GN2700,['Justin Hau'],75153
75153,75274,['GN1101'],20200313,Compass,10402360,[2019841],Compass,GN2700,['Josh Tobias'],75274
75506,75628,['GN2701'],20200327,AS$,10408442,[2752659],AS$,GN2700,['Cavallieri'],75628
75875,75997,"['GN2701', 'GN2703']",20181220,Symmetric,10234637,"[522000, 180834]",Symmetric,GN2700,"['John O`Callaghan', 'Cold Blue']",75997
77047,77171,"['GN2701', 'GN2703']",20180202,Only You (OFFAIAH Radio Edit),10135070,[771173],Only You (OFFAIAH Radio Edit),GN2700,['Shift K3y'],77171
77105,77229,['GN1101'],20191129,Lionheart  Remixes,10358815,"[188321, 515644]",Lionheart (Feat. PollyAnna) (Tom Fall Remix),GN2700,"['Gareth Emery', 'Ashley Wallbridge']",77229
78624,78751,"['GN2701', 'GN2703']",20190913,With You - The Remixes,10327499,"[180940, 777099]",With You (Kaskade Club Mix),GN2700,"['Kaskade', 'Meghan Trainor']",78751
79497,79625,"['GN2701', 'GN2703']",20181102,Out Of Nowhere (Giuseppe Ottaviani Remix),10218431,[522000],Out Of Nowhere (Giuseppe Ottaviani Remix) (feat. Josie),GN2700,['John O`Callaghan'],79625
79676,79804,"['GN2701', 'GN2703']",20170921,Awake,10355233,[861804],Beautiful Creatures (Feat. MAX),GN2700,['Illenium'],79804
79848,79976,"['GN2701', 'GN2704']",20190103,ASOT 896 - A State Of Trance Episode 896 (A State Of Trance Year Mix 2018),10238613,[2112802],Ghost Voices (Mixed) (Raito Remix),GN2700,['Virtual Self'],79976
79860,79988,[],20200410,Fallin&#39; (Funk Remode),10415688,[727575],Fallin&#39; (Funk Remode),GN2700,['Sick Individuals'],79988
80094,80222,['GN1101'],20191203,Love&#39;s On The Line,10359642,[2755802],Love&#39;s On The Line (Feat. Tommy Gann),GN2700,['Marius D.C.'],80222
80170,80298,['GN2701'],20190503,Don`t Worry Bout Me (Remixes),10280581,[829831],Don`t Worry Bout Me (Diamond Pistols Remix),GN2700,['Zara Larsson'],80298
80276,80405,['GN2701'],20191003,Sober Heart (feat. Olivera),10334497,[2640593],Sober Heart (feat. Olivera),GN2700,['Lucian'],80405
80494,80623,['GN2701'],20190605,i don`t care (NCS),10293562,[1183507],i don`t care,GN2700,['Whogaux'],80623
81095,81225,"['GN2701', 'GN2703']",20181116,Imagine,10222520,"[928236, 2401861]",Imagine,GN2700,"['Adip Kiyoi', 'Liezl']",81225
82561,82691,['GN2701'],20200327,Paper,10408683,"[2861668, 2765381]",Paper,GN2700,"['Mark Jobson', 'TENACO']",82691
84139,84271,['GN2701'],20190920,Pump It Up,10329574,[980462],Pump It Up,GN2700,['Endor'],84271
84827,84961,['GN2701'],20190503,HELDEEP Vibes Pt. 4 - EP,10288544,"[734727, 2398787]",Feeling You (feat. Chandler Blas&#233;),GN2700,"['Sagan', 'Mo Falk']",84961
84870,85004,['GN1101'],20200316,La La Life,10403244,[2859675],La La Life,GN2700,['Bad Habits'],85004
85975,86113,['GN2701'],20190418,Summer Sun,10274868,[2068997],Summer Sun,GN2700,['Dizaro'],86113
86454,86592,['GN2701'],20190426,Ultra Music Festival 2018,10280144,[943472],Love Is Alive (feat. Elohim) (Chet Porter Remix),GN2700,['Louis The Child'],86592
86834,86972,"['GN2701', 'GN2703', 'GN2704']",20190425,Lighter Than Air,10277702,"[712209, 687687]",Lighter Than Air,GN2700,"['MaRLo', 'Feenixpawl']",86972
88457,88597,"['GN2701', 'GN2703', 'GN2704']",20190315,Listen To Your Momma (feat. Leon Sherman),10261505,[243157],Listen To Your Momma (feat. Leon Sherman),GN2700,['Showtek'],88597
90055,90201,"['GN2701', 'GN2703']",20190604,A.W.A.Y.,10293236,"[2204651, 1604177]",Ride That (Original Mix),GN2700,"['Andy Night', 'VanWay']",90201
91124,91273,['GN2701'],20191206,666 (feat. DLJ),10361390,"[2739993, 2402324]",666 (feat. DLJ),GN2700,"['Smeyeul', 'Galvanic']",91273
91576,91727,"['GN2701', 'GN2703']",20190115,Take Everything (STANDERWICK Remix),10242205,"[188321, 576419]",Take Everything (STANDERWICK Remix),GN2700,"['Gareth Emery', 'Emma Hewitt']",91727
91591,91742,['GN2701'],20190628,Dharma: Sounds Of Summer,10306527,"[772152, 698611]",The People,GN2700,"['Kshmr', 'Timmy Trumpet']",91742
91849,92002,['GN2701'],20200110,I Need the Bass,10373581,[1621996],I Need the Bass,GN2700,['D-Groov'],92002
92024,92177,"['GN2701', 'GN2703']",20190115,Get That,10242216,"[1460482, 2580599]",Get That,GN2700,"['Lumberjack', 'LeKiD']",92177
92746,92900,['GN2701'],20190731,Real (Remixes),10312589,"[427283, 2399238]",Steff da Campo Remix,GN2700,"['Tritonal', 'Evalyn']",92900
92902,93056,['GN2701'],20191115,Chase The Sun (Streaming Ver.),10356606,[713330],Chase The Sun,GN2700,['Danny Avila'],93056
94121,94276,"['GN2701', 'GN2703', 'GN2704']",20190403,Karma (Feat. Shanti People),10268925,"[861255, 1054406]",Karma (Feat. Shanti People),GN2700,"['Vini Vici', 'Reality Test']",94276
95505,95662,['GN1101'],20191025,Waiting For A Sign (Streaming Ver.),10345037,[829195],Waiting For A Sign,GN2700,['Pep & Rash'],95662
95517,95674,"['GN2701', 'GN2703']",20180119,Aqualung (Feat. Miss Li),10130547,[725607],Aqualung (Feat. Miss Li),GN2700,['Nause'],95674
95788,95947,"['GN2701', 'GN2703', 'GN2704']",20080610,In Search Of Sunrise 7 - Asia,583168,[32887],Power Of You (Feat. Christian Burns),GN2700,['Tiesto'],95947
96341,96502,"['GN2701', 'GN2704']",20190426,Neon Future III,10277731,"[487524, 537128]",Be Somebody (feat. Kiiara),GN2700,"['Steve Aoki', 'Nicky Romero']",96502
97251,97416,['GN2701'],20190920,Don&#39;t Forget,10329653,"[1459262, 2190239]",Don&#39;t Forget,GN2700,"['Lizot', 'Nevve']",97416
97422,97587,['GN2701'],20191115,Pieces,10399267,[2858190],Pieces,GN2700,['AVAION'],97587
97822,97988,"['GN2701', 'GN2703']",20200108,Wings,10373106,"[914780, 2136797]",Wings (Feat. Liss),GN2700,"['Julian Calor', 'Reaubeau']",97988
97970,98136,"['GN2701', 'GN2703']",20190301,Euphoric Dreams / Miyoki,10256589,[674393],Euphoric Dreams,GN2700,['Krystal Klear'],98136
