artist,title,English_clean_lyric
  Meego  ,full of stars,star star bed tonight star wait door rain star star star star fall fall full full sleep full full full full full close
  Zion.T  ,No Make Up,baby make make make make make make make make
  Natalie Duncan  ,Black Thorn (Album Version),head frame word grave picture one hit flask mask flame head bed mile town portrait paint crack man tunnel darkest river sea ground hand hat body cold wind hail rain street sweetheart soul return charm pain blood blood shirt skin weep weep head frame word brain insane man ground hand ground hand ground hand get believe walk see cover crack come visit shake bleed bleed sharpen crumble call sell use suck suck come wrap cut make get brand feel shake bleed bleed shake shake bleed bleed bleed bleed bleed bleed black white empty gravel wealthy poor empty dark black thorn flat bitter old weep weep black black thorn black thorn black thorn back forever forever forever back twice forever forever forever forever forever forever forever forever forever forever forever
  바비 킴  ,바래다주고 오는길,
"  Usher ,  Zaytoven  ",You Decide,minute chance man man promise let baby hand hand chance chance chance chance girl thing sun shine rain love thrill love level bridge life try babe girl babe girl chorus chance man man promise let promise baby hand hand chance chance chance chance bridge life try babe girl babe girl chorus chance man man promise girl life chance man man chance promise baby promise let let baby hand hand hand chance chance chance chance chance chance feel give win hurt hurt take take give give give give beg show mature settle take let girl decide girl give win hurt hurt hurt take take give give give give let girl decide girl give say let give give win hurt hurt win hurt take take afraid take give give give give give give afraid usher lie proud good girl ready ready second spread cide afraid babe second spread cide good good afraid zaytoven still usher usher usher never usher usher
  Mis-Teeq  ,All I Want,rap boy mirror alice glass life journey love life world finger everything river dream carpet control destiny matter time touch everything nothing life world finger everything star hair time heart blacksmith rap world finger everything world finger everything life world finger everything sit look look end help fall tell call know float ride take find turn gold mean hold know read lay show give get follow know know know careful deep hard live mine fine magic midas live mine mine fine fine top mine mine fine mine fine live mine mine fine never fast sometimes
  JP Cooper  ,Party,problem front pile album time love box memory smoker party friend laugh morning problem song everyone decision ghost lover way party friend laugh morning party nobody morning music stop drop party morning party morning get sit buy learn help carry search get play dance win ask wish talk get come haunt lose talk feel feel see feel see happy light funny long funny funeral funeral much funeral much even still back beside
  Aretha Franklin  ,Make It With You,side rainbow baby dream life song thing time thing life love one life one try reach climb keep ring lead make make boy know tell see help make make boy keep help make make boy wond little short long right wrong ever really really well really really
  Joss Stone  ,L-O-V-E,way anyone game love heart please break way anyone game love heart please break love give love make take love make love give love make take love make make love make love make make make make extraordinary extraordinary even even
  John Legend  ,You & I (Nobody In The World),try dress eye hour mirror clearer girl nobody world star nobody world nobody world room spotlight everybody boy time standing line mine evening feeling die side girl nobody world star nobody world nobody world try try girl nobody world star shine brighter nobody world nobody world tonight nobody world win make let know tonight star waste stop cause win let leave tonight wonder want try try try tonight guess beautiful fine half girl girl girl never even
  Alice Vicious  ,Beep x 3,baby baby body line kind come boy sign child boy everything type boy kind come boy sign child man rodeo someone sexy hesitate boy cigarette medicate gate see doctor guy monster snapbacks tattoo tyga ride game child boy everything type boy boy everything type boy give call deny call call boy call baby give call deny call make dizzy moan scream smoke take set call deny call call boy call call boy call dial baby wild baby bad bad bad bad bad bad bad bad bad bad dial baby wild baby falsetto golden great naked dirty shit dial baby wild baby bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad
  Minnie Riperton  ,Lovin` You,lovin cause love dream everything lovin one color day springtime cause lovin life day life lovin soul shinin time love one color day springtime cause lovin cause day life lovin soul shinin time love come make feel stay live make fill see come make feel stay live fill see come easy beautiful lovin true old beautiful old easy beautiful else else
  BUMZU  ,GOOD LIFE (Feat. DOK2 & THE QUIETT),life paradise shawty life house thought talkin bout life vibe chillin hawaii let power justice respect illinaire bumzu life paradise shawty life girl way way life paradise shawty life llionaire handz air money whip man money prob record deal life paradise shawty life shawty take shit shawty take follow shawty take put slumdawg make millionaire care shawty take good alright good good good positive bossy good alright good good alright good new song new new good alright good really
  AZIATIX  ,Nothing Compares To You,baby minute look nothing world moment love love deserve league miracle dream need need note something let star baby trust till world nothing glimpse nothing nothing nothing nothing something feel baby love love nothing baby truth maybes smile style dose life line moon star flyest heaven sky something let star baby trust till world nothing glimpse nothing nothing nothing nothing perfection compare foot hair way girl nothing nothing nothing nothing rest year nothing nothing nothing nothing nothing star baby trust till world nothing glimpse nothing nothing nothing nothing wait take know fall fall let tell compete see boast stand come get look see search want love baby deny fall crazy make put get look see search want love sit think amaze look see search want love second miss universe beautiful high low key beautiful amazing amazing bright tonight special right wish wild sun bright beautiful amazing amazing bright tonight baby clear amazing bright tonight even truly really never always girl never always girl back never always girl
  Judith Hill  ,Desperation,crowd reason voice roof wall life life life life desperation desperation inspiration everyone everyone everyone desperation everything one left clock swing line chance chance chance desperation desperation inspiration cause everyone harder harder stormy weather day harder suppose keep look break scream get let tear want want want want cost look say know get let try get let show take take want want want give get make get give free loud little little little little full finish much bad little little little needs little little little maybe safely never really maybe never really really really ever well ever
  JMSN  ,Slide,mama time home bout ring fire time faith heart way time mind slide brother time guess love ring fire time faith heart way say makin say god give get find pound get find say get ride make let say god give get find pound get find long daddy thinkin nothin forgive big tough sister tough big back right still still maybe enough still still
  Kiki Rowe  ,Come My Way (Feat. Khalil),verse rowe place place chorus rowe pressure way something something rush let rowe way time type way home rush home wait way rush home khalil cuff fall let vibe pre chorus rowe khalil pressure way something something something rush let let rowe khalil way time time type way home home home wait way way home rowe bullshit lie bullshit lie bullshit lie bullshit lie rowe way time type way home rush home wait way rush home rush home rush home call call love take slow come feel come put win get call take get lose love take take slow come feel come come khalil win tell win keep win tell win keep win tell win keep win tell win come feel come right right right chorus rush good second serious slow chorus rush rush good second rush real real real chorus rush good second always always always always right right right ever sometimes back back right right right ever always always always ever
  LENNY MAKES SOME-THING  ,TURN ME ON (Feat. ARCX),light booty light boogie runway spotlight touch flow bomb sound juicy light booty light boogie lane dang light booty light boogie make get turn get turn wait make get turn get turn see give give make get turn get turn classy likey overtime overtime overtime almost almost
  Ruff Endz  ,Someone To Love You,mind everything baby cry reason way heart life someone someone someone someone someone time baby girl thing man appeal someone someone someone someone man fairy tale man dream reality possibility girl someone someone someone someone someone someone someone someone someone read tell find act tell open wait wait love say wait love see girl make make wait love say wait love wait wait love wait care care care care cold tear good alone long maybe always long ever pretty far long smile always long maybe maybe long long always always always always
  GOT7 (갓세븐)  ,아파,
  THERAY  ,Zoom In,day man doubt song hold yes let alone let sing tight real together
  제스처 (Gesture)  ,Fly With You,love love fly love love love love fly ride fly fly ride fly fly ride fly fly right girl
  Michael Kiwanuka  ,Piano Joint (This Kind Of Love),avenue something time time something end kind love enemy pressure get fury enemy pressure get fall love today heartbreak trouble friend kind love enemy pressure get fury enemy pressure get walk look give lose begin win talk turn use win leave help take let stay let take let think break bruise let use take let stay let take let new right right true bad sadness bad sadness maybe enough still enough still
  Cherish  ,Moment In Time,time thing breathe body heart music life time stand moment door love moment time today life arm baby breathe body heart music life time stand moment door love moment time time time moment moment door door love moment time miss miss say see baby make stay miss kiss live put feel please baby tell see baby make stay miss kiss live stand stand stay stay hate miss kiss live live hate live hate live live far away still still still ever right baby close really rather completely still ever right baby close really rather still still ever ever right right baby close really rather
  Starchild & The New Romantic  ,Hangin On,night sleep morning mama dream warning hope baby tomorrow baby night sleep morning mama dream warning baby tomorrow baby sunshine fell think saw chase come say follow let hold come see leave hangin fell drink saw chase come say follow let hold come see last last asleep well still back asleep still back away
  Ella Mai  ,Makes Me Wonder,baby time wantin life vibe lobby doubt flight week head cloud sun ride beamer stop star wish round love kinda thought drift lie grass side world pass lobby doubt flight week head cloud sun ride beamer stop star wish round love kinda sun ride beamer stop star wish round love kinda world felt meet arrive check felt star miss spend try keep get wait come take let roll talk cause know think look wonder kinda wonder think wonder rain fade meet arrive check felt star miss spend try keep get wait come take let roll talk cause know think look wonder kinda wonder think wonder kinda wonder think kinda wonder wait come take let roll talk cause know think look wonder kinda wonder think wonder drive wonder remember thinkin top cold top top crazy ready lately immediately together home really never always greener immediately together home really really continuously first ultimately
  Kidult  ,Night (Feat. LAST),think think night night night light right bye bye baby way end think think night night night light note note think think moonlight note note think think moonlight bad sad bad sad light baby late bad sad bad sad light right right right right right right right right alone maybe right right right right right right
  Igor Barbosa  ,Enamorado,enamorado pero conmigo conmigo estrano que solamente cuerpo contigo contigo pero conmigo conmigo estrano que solamente cuerpo contigo contigo time time picture flash cup world foot promise nigga friend side time pero conmigo conmigo estrano que solamente cuerpo contigo contigo pero conmigo conmigo estrano que solamente cuerpo contigo contigo side life nothing pitch shit issue get cause way love help front pero conmigo conmigo estrano que solamente cuerpo contigo contigo pero conmigo conmigo estrano que solamente cuerpo contigo contigo snap shit dress make keep take see blur say stay take take deny say give break talk uncomplicated treat say stand good long red lit bad break goddamn afford simple irritated ungenerous away ahead even even right
  Corinne Bailey Rae  ,Trouble Sleeping,trouble compromise love something kind therapy remedy love something love cause eye whoah love something love love love love love love love love love love feel sleep think breathe suffer fall fall please believe cure suffer fall fall get suffer fall fall fall fall fall fall fall fall fall fall fall late tired constant instant nobody whoah never else completely never else enough even never else
  로만티코  ,Ghost (Feat. YOYO) (Guitar Ver.),
  Ne-Yo  ,Closer (Agent X Bassline Remix),light place star face music ear chorus spell way skin tongue taste sin chorus repeat chorus spell turn know turn tell control come come pull break stop stop stop stop break escape stop stop stop stop stop feel taste come come stop pull break stop stop stop stop stop come loud clear close sweet close close repeat closer closer closer closer still right closer away closer away closer
  김승현 (kimSeUng hYun)  ,별자리 (Prod. By JE.ON),
  Javastory  ,3일 동안 굶었어,siri right limit free
  디알로  ,My Love,love love love love love love love love baby tell baby tell baby tell baby tell girl girl girl
  캐리  ,예뻐 (Feat. 수다쟁이),cause cause sexy cause cause focus cause cause sexy cause cause sexy
  포맨  ,첫사랑,
  SOMA (소마)  ,Superman,superman superman superman superman superman superman superman superman
  소름사운드  ,Alone(Feat.정다은 of 피그말리온),
  ABOUT  ,Aching,living room hand chest hand knife harder harder living room hand chest hand knife harder harder living room hand chest hand knife harder harder living room hand chest hand knife harder harder please please living room hand chest hand knife harder harder living room hand chest hand knife harder harder living room hand chest hand knife harder harder cry hit cry hit cry hit cry hit let shoot let shoot cry hit cry hit cry hit baby baby
  Brian McKnight  ,What I`ve Been Waiting For,look eye look fraction man love time life door girl smile face tell place fire everything love time life door girl baby way thing door girl door girl door girl door girl take tell use fall let want run hide live sleep breathe find wait wait girl desire fall let want run hide live sleep breathe find wait think feel fall live sleep breathe find wait live sleep breathe find wait live sleep breathe find wait live sleep breathe find wait wait wait good glad possible really ever exactly really ever really never together ever ever ever ever
  HEATH (히쓰)  ,우리가 내일을 말할 수 있을까,
  전소미  ,어질어질 (Outta My Head),mind babe head head head mind body everyway head head head hmm mind babe head head head mind body everyway head head head day crazy head play head head head mind body everyway head head head baby get get get get get get get get get get get get wait get get get get get get get everyday still
  헬로펌킨  ,Ale Beer,baby wah wah
  보이스퍼 (VOISPER)  ,꺼내보면,love love love love love love miss miss miss
  2xxx!  ,섬 (rough) (Feat. Colde),
  Eric Bellinger  ,Valet (Feat. Fetty Wap And 2 Chainz),talk music girl place girl nigga word town word town everything want see let everything want everything want car nigga valet zoogang venice honey venice beat love side jet ride set swear eye baby everything want see let everything want everything want car nigga type spa time car type valet door quarter dollar car whip pole floor stressin blessin nigga warrant brake fluid everything way let everything want everything want car nigga way jersey radio play season way valet vibe let guard tell calm calm say get put ride get let ride get get tell valet get get get want get get feel fell let take show get put ride get let ride get get tell valet get get send try pull pay park jump grow get sleep talk ride get let ride get get tell valet get get hear cuff get hit loud quiet real nigga good nigga nigga ready bad west high fine left nigga good nigga nigga ready real good nigga nigga new bet yet hard yet
  Colde (콜드)  ,없어도 돼,
  Lauryn Hill  ,Guarding The Gates,everybody everybody comin everybody everybody spectacle miracle joy joy tragedy yes love yes love fix society mix society anxiety anxiety mind cause love love love life love love everybody everybody come cost cause cause love love everybody everybody comin everybody everybody showin showin spectacle miracle miracle marvel marvel joy joy tragedy tragedy yes love love love cause love love love thought mind broken thought mind cause guard gate gate gate know goin runnin goin comin goin know goin cause come come showin follow watch marvel laugh laugh laugh laugh tell love tell love care speculate watch try hate know goin cause lose find find know goin runnin goin comin goin know goin goin cause come come come follow joy laugh laugh laugh laugh care care wish break let get let get let get let get love guard guard guard guard guard guard single important love real real real single important love real real real real real really yes yes yes even even even
  문명진  ,No Wire (Inst.),wire wire love wire wire love wire wire wire love
  바이브  ,Do U Remember,
  Durand Jones & The Indications  ,Too Many Tears (feat. Aaron Frazer),chorus tear heart ache year hand friend plan heart knee somehow hurtin tear heart ache year verse reflection vanity love shelf look mirror chorus tear heart ache year heartbreak tear heartbreak tear tear tear heartbreak tell give bend cry get say see take put love make try outro many chorus heartbreak many old goodbye blind sick tired goodbye heartbreak many cry goodbye many many many many many many lonely lonely sometimes lonely never
  V.O.S  ,헤어지는 이유,take take mine mine
  Alicia Keys  ,Show Me Love (feat. 21 Savage & Miguel),treat weekend heat second time reason love season nobody love love love head time light deer headlight bask championship tie show time remind treat weekend heat second time reason love season nobody love love love head time baby treat weekend heat second time minute love season nobody baby baby love love love head time show love show love get wrap get show get runnin love love show love love show love show winnin show love try deny let apply make put ove get find show love show love get wrap get show get runnin love love love love love show love love love love love show love show love show show love get wrap get get get baby show get runnin red passionate else always never never still even else always never never else always never never never
  주단 (Joodan)  ,겨울을 준비해,
  가비엔제이  ,"Again, Again, Again",girl
  Chris Brown  ,Red,step man giant leap mankind columbia columbia aos columbia wait year beginnin baby nobody matter love round round circle fuckin head cause color purple heart see eye bringin part forth forth waste time baby arguin thing love round round circle fuckin head head cause color purple heart baby eye blood bringin part eye blood bringin part part rewind remind knock realize realize girl swim keep stop break see see see blood see get keep believe keep swim keep stop break see see see see see see see see see see see see bringin small houston good else red red red red red cold low red red red red turnin red red red red turnin red red right away long turnin back back always even away long away
  Blackstreet  ,"Why, Why",picture vision body tear vision girl world life park girl place mind girl time love pearl couple hand cause man mist pain girl world life baby girl pain pain picture frame vision girl world mist pain girl world life baby heart end something sit look get reminisce think see fall get lose walk get let let let leave walk pass reminisce kiss get lose waste girl miss hold mess use wish live let let tell tell leave girl tell tell face walk get let wish live let let leave ache till let control girl first insane girl girl understand away never never alone back never away never back never
  수잔  ,깜빡,
  Amy Winehouse  ,Will You Still Love Me Tomorrow? (2011),tonight love light love eye tomorrow treasure moment pleasure magic tomorrow tonight word heart night morning star ask tomorrow tomorrow tomorrow tomorrow mine tonight love love break know tell win love love love love lasting unspoken sure completely sweetly still still still still still still
  Red Velvet (레드벨벳)  ,Body Talk,body body body body body body body body body talk body body body body body body body body body talk baby talk talk talk talk talk love talk talk talk talk talk talk talk still
  마마무 (Mamamoo)  ,Love Lane,fall love subway walking rain walking lane lane mint fall love subway walking rain lane love subway walking rain walking lane lane fall walk fall walk
  민제 (MINJE)  ,Space Jam (Feat. Bad Joyscoutt),money wavey way way mercy mercy mercy mercy mercy mercy mercy mercy mercy birthday plan money cash bag skrrrr mercy mercy mercy mercy mercy mercy mercy everyday get get glow right wavey dat dat everyday birthday nice new new
  XIA (준수)  ,Hello Hello,hello hello hello hello hello hello hello hello hello hello hello hello hello hello love hello hello hello goodbye goodbye goodbye goodbye lady
  Chris Brown  ,Lottery,guess press number girl minute dime life heart bet number girl number phone hun alot lottery baby lottery baby investment nothing message girl girl minute dime life heart bet number girl number phone hun alot lottery baby lottery promise promise promise promise number phone hun alot lottery baby lottery baby number girl number jackpot girl lottery lottery get think get let know spend change get get put tonight mean hit get let know spend change get get put tonight mean hit choose choose girl choose choose put tonight mean hit get let get hit whole right whole right honest honest right anywhere wit
  아이유  ,삐삐,balance balance scanner mine please line hello stup stop comma anything care business talk talkless sure checki hash mine please line hello stup stop comma anything knock knock block block block block block babe repeat repeat mine please line hello stup stop comma anything keep say cheking tag keep keep jealous jealous yellow owe gosh yellow owe enough yellow owe back scanner still right
  피프레임(PFrame)  ,꿈,bed pain pain pain memory melody pain pain pain bad
  Melanie Fiona  ,L.O.V.E. (Feat. John Legend),love life change sit today love love voice mother time time trouble cure today love love love release love inside light darkness time time today love love love release love inside love alright try let die take come start rise love love love tonight take listen try wait take come start rise love love turn make conquer take come start rise love love alright love alright release love alright alright many amazing impossible long absolution love alright many many long absolution love alright love right late long long absolution love alright together together together back
  Gladys Knight & The Pips  ,I Don`t Want To Do Wrong,yes hand everyday god till home heart fight time comforting word love chance girl happiness world cause love baby baby baby baby baby baby help make get tellin try lose help pass make see find love find break find help help wrong long wrong long long prayin strong wrong long long dear wish new loose happiness wrong long wrong wrong long baby really really wrong away back wrong still wrong
  Regina Belle  ,A Whole New World,world splendid heart eye wonder sideways carpet world point view one world place way world sight diamond sky world thing star world horizon time share world world point view one world horizon time time share world world chase place show shin shimmer tell let open ride tell say dream know feel soar tumble freewheel see shoot come use pursue chase spare let tell say dream pursue chase spare spare let last magic whole new new fantastic whole new dazzling crystal clear whole new unbelievable indescribable endless whole new whole new new whole new whole new new fantastic whole new new whole new whole new thrilling wondrous princess never far back anywhere anywhere
  Hikaru Utada (우타다 히카루)  ,Easy Breezy,somebody people speaker rhyme life messy thing everybody someone someone laundry forget daimond shoe somwone time bit practice mind digger business time something music humanity hip hop tool thing way daimond shoe somwone time dvd presley bbc session zeppelin mercury get like amplify fortify please follow say follow set reminisce try classify dream get keep take say come see follow lead sing wish perform good many simplifying true new interesting proper throught elvis along still
  Fantasia  ,I Believe,rainbow end pot gold star magic way star sky dream life moment distance existence everything time soul eye child heart love world star sky dream life moment heart obstacle let dream shine light cause anything star sky dream life moment reach find catch shoot tell soar felt dream find awake lift guide see dream realize wait arrive fly save let see dream realize wait arrive win fall see see dream realize wait arrive high heaven possible best possible ever ever ever finally finally never far never finally finally deep apart finally finally
  Joss Stone  ,4 and 20,time wait man woman moon heart way got hour day love power hour baby day nothing patience sand hourglass hand grain chance way got hour hour day day love power show hour door today day front face something something tell man show day hour hour man flower child talk hour hour try understand come hold baby make hold prove get believe take build get take wait see slip get hurt hold prove get believe take wish hop smile tell talk tell get give need make believe take make get need tell hard many little crazy rome everyday front worth neither still maybe long far long long either enough enough
  John Legend  ,Waiting for Christmas,verse tree town life christmas meaning home christmas dark shade gift child fire christmas melody christmas face day light love hour eye child christmas morning blessing christmas alight stream come wait feel search wait christmas wait sing gather wait sing find mean wait bring wait count wait low long blue wrong christmas wide open little worth holly still forever together
  원지 (WONJI)  ,Come Pick Me Up,view boy moment pick feel boy moment pick fill surf get feel come come come get let surf get feel come come come come come come come ocean even right even right
  Jason Derulo  ,Fallen,verse one morning trade sun chance jay beyonc bonnie movie take chance love chorus future chorus baby trade world fame money tell girl verse test prove heartache cause rule world michelle barack girl take chance love chorus future chorus baby trade world fame money tell girl bridge world jewelry girl girl everybody world world baby trade world chorus baby trade world fame money baby girl girl girl wake show clyde predict fight keep give show fall fall get fall fall fall put end predict fight keep give show fall fall get fall fall fall see see show ashamed fall fall tell tell ashamed fall fall give show fall fall give show fall fall get fall fall fall fall close best best top close forever long never forever long long
  윤미래  ,Because I Love You (With Bobby Kim),morning feel baby day love share soul time time day love share soul time time day love share soul time time alright baby baby lovely beautiful good bad right beautiful good bad beautiful good bad
  Natalie Cole  ,Our Love,morning star love eternity way way love tall tree love sea love bright night star love love thing time darkness fear love tall tree love world love people wrong love love tall tree love sea love bright night star love love love love mighty mighty love mighty love bring cause love love love love love love love rain mind love time love baby love mind love time love love love love shin stand spread shine depend make make make stand see change die stand spread shine get fashion get love get laugh get love love get love set last wide strong happy smile whole right wide good old fine good little soft sweet nice gentle joy pain little fre brightly always together surely surely never always always together baby mighty love always right always right
  Steve Lacy  ,Like me (feat. Daisy**),hello deal song admit bro afraid relate everyone work acceptance situation others family friend wonder wonder wonder wonder energy gender fish fisher list girl life work acceptance situation others family friend wonder wonder wonder label pray answer box past breakfast mind spiral passenger lover ride preference wifey boyfriend something category work acceptance situation others family friend wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder window heard pain window tear pillow need flower willow cry window make see relate relate tell scar lose wonder wonder wonder wonder feel catch see see find smile relate get tell scar lose wonder wonder wonder use use lay use scratch ask hop check connect clockwise distract drive get tell scar lose wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder cry cry bring fade big many many self many many many many official happy little late many many self many many many many normal abstract giant good many many many self many many many many many still really really really really really really really really right never really really really really really really really really really really really really really really really really really really really really really really really really really really really really really really really really really really really really really really away away away away away away away away away
  Syd  ,Bad Dream / No Looking Back,water peak hill thrill freak low phone tone lot thing body lie lie dream cause something baby baby brew movie nothing something music time morning commit home cause something baby baby cause something baby baby come movie way place mess matter time ten love resist moment shit home cause something baby baby cause something baby baby fiendin let know hatin miss let get break hold give ask get put get say get kiss get attach look look look crack lay play win let love win win call call kiss get attach look look look kiss get attach look look look hit watch wait say waste buzz intimate get light call call kiss get attach look look look kiss get attach look look look deep real mad nasty nasty bad little girl let still deep deep still maybe alone back back back back back back back back back around well back back back back back back
  Ledisi  ,Like This,someone song stuff stuff change loving night direction word kiss day night morning light need aye argue sing come love think hold baby blame love love win keep love hold love mess remember tell hook love love think say love love win keep love hold love listen give love affection love love love love hold argue love love want love aye want love love love argue love love love best uncomfortableness wrong right good last best uncomfortableness wrong soft uncomfortableness aye else along first baby
  Anthony Hamilton  ,Fair In Love,time love batch luck nothing wonder someone arm door life love line life work time love love someone fun arm door life love line care door life love line search give let love fun wait step get give walk get tie get work home love wait love wait step get give walk love care step get give walk many much ready good many open open ready fair many open open ready fair open ready fair never ever lonely never thru lonely lonely never thru lonely thru
  Chris Brown  ,All Back,moment capture moment love treasure beneath heart key cause fool fool thing till life pedal floor heart minute hour love money body fool fool moment today everything thing till everything everything everything everything thing till pledge throw give love turn know turn turn make know lose say next secret secret good green yellow grey single good good good right never childishly never instead never never back back back
  리차드파커스  ,끝도없이,
  R. Kelly  ,Clipped Wings,day life window pain view vow season wing love wing love baby wing baby vow anything life world everything heart baby wing baby wing baby wing eagle daffodil nothing fun laughter park picture wing love baby wing baby wing baby baby wing love baby girl wing angel eternity promise love mean clip mean clip mean clip wish fly make walk tell take grant mean clip mean clip mean clip wish fly come take baby mean clip mean clip mean clip wish fly baby mean clip mean clip suppose love wish fly sunny perfect unconditional never never never right back never never never right back away never never never right back never never right back
  Various Artists  ,Before You Walk Out Of My Life,memory thing something pain well thing life time portrait hung color laughter choice decide choice pain well thing life pain well thing life plan time life pain well thing life pain well thing life pain well thing life life face face erase change wonder discover compare mean cause remember fill leave make make mean cause mean cause make live mean cause mean cause mean cause good high much wrong right true well never back right deep inside never back right well never back right always ever away never back right never back right never back right
  윤소라  ,바보같이 나 혼자 (Feat. J.Shee),
  Berhana  ,HN 001,hello lady gentleman behalf captain crew welcome han project trip minute album progress headphone fitting time bass slap moment thought preparation journey thank han round place tighten reach clear choose entire front ear maximum
  Chris Brown  ,New Flame (Feat. Usher & Rick Ross),god crew promise baby eye eye tonight love club cause thing flame baby thing flame baby girl lover cause way baby baby baby baby cause baby eye eye tonight love club cause thing flame baby thing flame homeplate world series sliding baby george steinbrenner panamera yogi seater derek jeter stripe nigga ruth balling beamer collar polo necklace diamond watch bomb autograph lebron one love club cause thing flame baby thing flame baby make come plan stand look hop think leave say find tell come baby try let spark love love tell come get try let spark believe come get get know let make get let plan stand look hop think leave say find tell come baby try let spark love love tell come get try let spark talk get watch get smoke tell hit say find tell come baby try let spark love love tell come get try let spark new new crazy new new matter good last new new crazy new new nigga jealous new new crazy new new never tonight right maybe alone really forever never tonight right maybe maybe
  가제트 (Gadjet)  ,손깍지 (Feat. 강혜원),girl let bad
  다능 (DANUNG)  ,LOVE YOURSELF,film set scene scenario frame credit set scene scenario frame scenario frame end love love love love end love end love love love love young last last never never never never never never
  키스엔 (KissN)  ,Hope you,everything
  제이  ,마지막 선물,
  Sam & Dave  ,"Hold On, I`m Coming (LP/Single Ver.)",lean time day river trouble comin hold comin way lover cover cause need baby cause comin hold comin hold comin hold comin looky satisfaction looky name reaction lean time day baby river trouble comin hold comin comin comin comin drown hold worry suffer hold get call drown hold hold save sad bad cold quick sad bad ever near ever hold
  나얼  ,흐린 가을 하늘에 편지를 써,
