artist,title,English_clean_lyric
"  Crosby, Stills & Nash  ",Lady Of The Island,holding close undisturbed fire pressure chest breathe ear knew would happen first appeared lady island brownness body fireglow except places sun refused go bodies perfect fit afterglow lay lady island letting wander world inside eyes know like stay every tear runs dry lady island wrapped around peeping sun beams sunshine light stage red light never want finish begun lady island
  브이  ,여름아 부탁해 (Rock Ver.),summer love summer time hot go go summer time let go sunset let kiss one time baby oh beautiful lady suncap sunset go go go go lips eyes love much summer vacation baby beach beach beach paradise baby oh beautiful lady
  New Found Glory  ,Connected,quickest one shed skin forcing put walls climbing taller every cause hurry soon back work make love make love reconnect soon back arms back arms connected circle eyes tell bargained takes trying rip skin really know thick hurry hurry
  Halsey  ,Young God,says ooh baby girl know gon na legends king queen stumble heaven light end sun eyes know wan na go heaven human tonight sitting bottom swimming pool drowning thoughts sounds feel like young god know two us young gods flying streets people underneath running running running feel like young god know two us young gods flying streets people underneath running running running running running running running running running says oh baby girl get cut edges king everything oh tongue weapon light crack separating thighs wan na go heaven fuck tonight sitting bottom swimming pool drowning thoughts sounds feel like young god know two us young gods flying streets people underneath running running running feel like young god know two us young gods flying streets people underneath running running running running running running running running running
  김지영 (메스그램)  ,Sweetie,love got crush please love oh babe love love sweet love sweetie love got crush please love oh babe come bedside baby come bedside baby come bedside baby come bedside baby love love sweet love sweetie love got crush please love oh babe come bedside baby come bedside baby come bedside baby come bedside baby
  Frightened Rabbit  ,Still Want To Be Here,perfect place may never exist may never exist perfect time might years years away city overweight pressing pair us scowl sweat beneath overbearing crush chorus still want want still want want would live devil ditch near still want want verse shit street outside house junk fiends dance bus stop next rodeo clowns nowhere run hide like mislaid infants fuck faceless homes everyone lives chorus still want want still want want would live shallow pit near still want chorus still want want still want want would live shallow pit near still want
  White Lion  ,Broken Heart,stand alone trying fight pain broken heart left know really matter anymore thought love could last forever stand lost alone start new day alone gon na break away broken heart meet woman gon na take home pick pieces start know life much better cause know light shine life even broken heart broken heart fight pain broken heart broken heart know life much better cause know light shine life even broken heart broken heart fight pain broken heart broken heart life even broken heart broken heart fight pain broken heart broken heart
  가이즈  ,Liar,help liar smile voice close eyes looking blind help shouting chaos close eyes looking blind close eyes looking blind close eyes looking blind close eyes looking blind close eyes close eyes close eyes looking blind close eyes looking blind
  아이유  ,을의 연애 (With 박주원),running time
  Saliva  ,Open Eyes,miles miles cold lonely road standin alone truth told begins perfectly unfold wasted time nothing face pain alone first time life open eyes feel like could fly away till reach side sometimes must decided everything meant even try simple song inside along truth makes wrong would rather alone said crossed line said pulled finally realized strong first time life open eyes feel like could fly away till reach side sometimes must decided everything meant even try solo open eyes feel like could fly away till reach side sometimes must decided everything meant even try even try even try even try
  Tommee Profitt  ,You Made Me Do It (Feat. Ruby Amanfu),shall crossed line go breath skin eyes filled sin three seconds blood pouring chorus want hurt choice sorry made yeah made damn blew yeah made verse broke trust blew dust like bribes face erased leave choice avoid consequences left defenseless chorus see want hurt choice sorry made yeah made damn blew made interlude bridge unforgivable caught red handed every stunt pulled understand gon na pay say goodbye today bet made made chorus made made damn blew made made interlude outro made
  Daughtry  ,One Last Chance,tell need find way stop bleeding add mistakes tell leaving tell everything need know throw away say words late want left behind blind broken put back together empty promises since exist open know take time give one last chance make right say story ending think time stop pretending let turn page heart remember used say forever let go throw away say words late want left behind blind broken put back together empty promises since exist open know take time put past behind us tonight gon na fight give one last chance make right last chance make right want left behind blind broken put back together empty promises since exist open know take time give one last chance make right give one last chance make right last chance make right give one last chance make right oh yeah empty promises since exist open know take time give one last chance make right
  별  ,너의 뒤통수,
  Cash Cash  ,Breakout (Album Ver.),let go follow outside know long til holding hips tight know want leave em behind let catch cab downtown light fire make right cause nobody home tonight break take floor take home give things things supposed break take floor finally alone take home tonight sing oh oh sing oh oh ohhh night let go cause feeling wild know long til touching skin soft know want give tonight oh would never break heart girl give one chance make right cause nobody home tonight break take floor take home give things things supposed break take floor finally alone take home tonight sing oh oh sing oh oh ohhh night oh oh oh oh oh break take floor take home give things things supposed break take floor finally alone take home tonight finally alone finally alone break take floor finally alone take home tonight sing oh oh sing oh oh ohhh night
  Daughtry  ,What About Now,shadows fill empty heart love fading things saying see beyond scars make dawn change colors sky open ways made feel alive ways loved things never died make night love find today making meant love never went away lost behind words could never find baby late sun breaking eyes start new day broken heart still survive touch grace shadows fade light side love find today making meant love never went away lost behind words could never find baby late come far hold nothing fear right beside life today making meant love never went away lost behind words could never find today making meant love never went away lost behind words could never find baby late baby late baby late
  임재범  ,Blue,see another moon hanging beyond stars like buoy black hend sea half light half without wading milky way light years fly wayriding way father fate ieading home flashy venus screen jupiter behind still eyes scene warp speed cuz blue star home ward bound earth ward bound cuz newhorizon sea see moon clinging like babe earth backened blazing sun ready come twinkle little blue star cuz know almost touch comin closin gon na land land land land land land land land shores
  자우림  ,어른아이,
  한대수  ,아무리 봐도 안 보여,
  Manceau  ,I Wanna,wan na sing wan na feel fed seems like born soon dying hair fear use freaking plan gon na go right feeling closer hitchhiking til day breaks tears compromise one get wan na leave wan na dream wan na say wan na sing wan na feel fed wan na leave wan na dream wan na scream wan na sing wan na feel fed wan na leave wan na dream wan na say wan na sing wan na feel fed wan na leave wan na dream wan na scream gon na horse around gon na burn shine say going night willing party dance say stop telling lies god knows mind seems like future behind longing change want life disguise seems like got made wan na leave wan na dream wan na say wan na sing wan na feel fed wan na leave wan na dream wan na scream wan na sing wan na feel fed wan na leave wan na dream wan na say wan na sing wan na feel fed wan na leave wan na dream wan na scream gon na horse around gon na burn shine drop rain tiny grain sand wan na take hand things never never blind wan na leave wan na dream wan na say wan na sing wan na feel fed wan na leave wan na dream wan na scream wan na sing wan na feel fed wan na leave wan na dream wan na say wan na sing wan na feel fed wan na leave wan na dream wan na scream gon na horse around gon na burn shine gon na burn shine
  Rialto  ,Hard Candy,sugar high drops sky never stops first taste began wan na make understand hold melts hands even acts like stand hard candy ha ndy glycerine veins serene runs ever since first taste began wan na make understand hold melts hands even acts like stand hard candy h andy candy waste leaves bitter taste want feed shiny paper sham wan na make understand hold melts hands even acts like stand hard candy ha ndy hard candy hard candy hard candy hard candy
  이승환  ,못 말리는 봉팔이,
  넥스트  ,Hope,
  Bad Brains  ,With The Quickness,location gon na let tell yo crib crabit hot hot standings quickness well dem call hip hop others chuckin bop rushin go go check one drop jam disco acid rock mash hardcore dem rockers broke scene quickness pickney lead way quickness pickney stay mission one licked temptation time snatch fe crank steadfast soope wan fling well dem call hip hop others chuckin bop rushin go go check one drop jam disco acid rock mash hardcore dem rockers broke scene quickness people stay quickness children lead way alarm open arms quickness people lead way quickness children stay oh yea
  Elvis Presley  ,"I Want You, I Need You, I Love You",hold close hold tight make thrill delight let know stand start want need love heart ev ry time near cares disappear darling living want need love thought could live without romance came know go loving eternally please never leave alone cause die ev ry time apart want need love heart well thought could live without romance came know go loving eternally please never leave alone cause die ev ry time apart want need love heart
  럭스  ,"Our Life, Our Stage",wow wow wow wow wow wow wow wow wow wow wow wow
  Lasse Lindh  ,Hate On Me,lay hate got let go know could sum love done much good wrong wrong counts poisoned house love dreams blanket guilt let last time hate lay hate cut open shape tired body soul hate lay hate cut open shape tired hating please set free cuts like knife know walk pain fall break end good cause rise find man give never could bring light back eyes hate lay hate cut open shape tired body soul hate lay hate cut open shape tired hating please set free
  부활  ,가능성,radio radio
  James Taylor  ,Don`t Let Me Be Lonely Tonight (Remastered Ver.),wrong right tell lies hold tight save good byes morning light let lonely tonight say goodbye say hello sure enough good see time go say yes please say want lonely tonight go away damn go please gon na see getting knees undecided heart divided turning world upside wrong right right baby go tell lies hold tight save good byes morning light morning light let lonely tonight want lonely tonight want lonely tonight want lonely tonight
  The Wannadies  ,I Love Myself,always right thing alone good company god damn one handsome man star know quite like make hard baby nobody love love love oh yeah oh yeah love oh yeah oh yeah love never disappoint alone looking mirror god oh one pretty sight charm enough alone one ever disagrees nobody love love love oh yeah oh yeah love oh yeah oh yeah love love whatever say whatever say whatever whatever say whatever say whatever whatever say whatever say whatever whatever say whatever say whatever love love oh yeah oh yeah love oh yeah oh yeah love love love oh yeah oh yeah love oh yeah oh yeah
  Ed Sheeran  ,Nina,met teen one well could play guitar like ringing bells sometimes wonder summer could part time lover listening stevie wonder covers used lay stacks speakers play tour almost every day home flat used stay watching dvd smoking illegal weed getting high two kites needed breathe used air people see stay night like needed sleep go anywhere minds would take us also beautiful without make even need worry weight cause loved way god made us time reason could break cause would always tell away much distance relative time takes get plane make mistake say oh nina go nina cause never coming home road leave living road nina know nina cause nina oh leave every weekend winter wearing hoodie draw strings pulled tight keep face cold taking day trips local eat road cause every day away speak phone watching blue planet creating new habits two rabbits vanish back barb celtics disappear call selfish understand help put job everything except family friends forever guess take step back overlook situation cause mixing business feelings lead complications saying taking break evaluating quick make mistake late either deal pain wait get plane day say oh nina go nina cause never coming home road leave living road nina know nina cause nina uh leave love come love go make sing song go oh leave people grow fall apart mend broken heart take back go oh leave oh nina go nina cause never coming home road leave living road nina know nina cause road leave
  Flor  ,Hold On,come life people streets start rise sun starts open eyes make moment stay us count left count show way keep light going somewhere try fight feel like skin hair tangled head mind get twist turn teach run rather hold rather hold tight make right every moment spend without time pain something manage line us keep route come hell high water count left count show way keep light going somewhere try fight feel like skin hair tangled head mind get twist turn teach run rather hold rather hold tight know reason come alive come alive lives eyes know reason come alive come alive know reason come alive come alive lives eyes know reason come alive come alive skin hair tangled head mind get twist turn teach run rather hold rather hold skin hair tangled head mind get twist turn teach run rather hold rather hold tight
  Nap Eyes  ,I`ve Always Known You Care,always known care maybe seem like leaves turning air know hate lose stand win sometimes see things draw back shut feelings another disappointed stare project judgment friend known long time seen best worst hundred times nothing change mind always patient know blind realize oh yeah count
  어보이드 (AVOID)  ,누가 먼저랄 것도 없이,
  서지안  ,회상,
  Nada Surf  ,Jules And Jim,speed move weird never lose next lost mind go sleep lost mind go sleep gape lose sight even northern lights midnight sun well thoughts still run lost mind go sleep lost mind go sleep never felt pull hypnotized destabilized jules jim three catherine speed move weird never lose next lost mind go sleep lost mind go sleep never felt pull hypnotized never felt pull paralyzed destabilized jules jim three catherine three catherine three catherine
  MIKA  ,My Interpretation,talk life talk death everything like nothing words easy talk talk everything like something needs repeated need alibi realise things left unsaid taking space head make fault win game point finger place blame matter cause care ever talk emotion need reason care say happened end interpretaion make sense first wish count ten hold breath wonder l happen really matter half said true half could different would make better forget things know would somewhere go way see cause care ever talk emotion need reason care say happened end interpretaion make sense really sacrifice ever talk emotion need reason care say happened end interpretaion make sense make sense cause interpretation yeah yeah yeah
  Hippo Campus  ,tuesday,sometimes call tuesday sometimes call best day life maybe friday making conversation box wine chorus jake oh love call drunk tuesday verse jake sometimes think mundane sometimes think better like dad maybe progressive maybe working class chorus jake oh love call drunk tuesday verse jake friends say lucky ones terms relationship alcoholic tendencies underneath fingertips think love think know liquor speak want love wan na know chorus outro jake sometimes call tuesday sometimes think fine sometimes call tuesday sometimes best day life sometimes best day life sometimes best day life sometimes best day life sometimes best day life sometimes best day life sometimes best day life sometimes best day life sometimes best day life
  잠비나이  ,구원의 손길 (Hand Of Redemption),
  악퉁  ,Passion,breaking used something boring way sunset paradise singing dream destiny singing love breaking used something boring way sunset paradise singing dream destiny singing love paradise singing dream destiny singing love paradise singing dream destiny singing love
  Light Up The Sky  ,Breather,sun setting first day last return life left behind sealed watched burn believe come final days eyes open wide hope make alive heart racing feel bones storm raging breathing smoke running time war losing control must break chains stare eyes enemy one thing left let light sky fight gates hell fighting weakness never failed see world around fall look sky last goodbye heart racing feel bones storm raging breathing smoke running time war losing control must break chains getting sick tired got ta way defeat enemy get voices head fighting fighting fist strikes like lightning fist strikes like lightning war took never break taste blood
  FTISLAND (FT아일랜드)  ,Let it go!,let go baby niawanai sonna kao yamete furueru te tsukamaete ageru yuuutsu toka fuan nado sha la la kimi nara sekaijuu beautiful kanaeyou fantasy babe sagashidase wonderland tobitatsu sa let go sawagouze let go te wo nobase takaku sora ni todoku made let go kamawanai sonomama kimi de ii saa subete wo wasurete let go let go oozora bara maite goran osanai hi egaiteta yume wo shinjireba todoku hazu sha la la futari nara nan datte comin true mae ni see feel babe machiukeru dreamin world fumidasu sa let go susumouze let go karada goto atsuku mirai tsukinukero let go hajimeyou tobikiri new story saa mae dake mitsumete let go oh kimi koe ga kikitai nari yamanu hodo ni oh kimi koe ga kikitai always wan na girl oh baby konomama far away far away tsuresaritai yo kimi wo let go sawagouze let go te wo nobase takaku sora ni todoku made let go kamawanai sonomama kimi de ii saa subete wo wasurete let go let go
  김경호  ,사랑이 들린다면,love say know stay together look eyes say know stay together stay together look eyes
  Saosin  ,You`re Not Alone (Radio Edit),like wander evergreen park slowly searching sign ones used love says got nothing left live says got nothing left time think know alone know make live tell like spoiled rotten confused lies fed searching one eyes turn green seems happy time think know alone know make live tell alone know make know alone know make live tell tell alone know make make live tell live tell alone know know make live tell
  Hoobastank  ,Lucky (Album Ver.),knew felt another one need someone show way saw part nobody else could see life make feel lucky make feel lucky get break never chance make impressions want falls right place get see face nothing make feel lucky make feel lucky dark days sun rays hard ways today make feel make feel lucky lucky lucky
  Maroon 5  ,Wipe Your Eyes,afraid got ta got ta let go gon na go got ta make change time turn page something right wan na fight tougher times know gets worse turn around please let first feel tears spilling shirt something right wan na fight hey come let embrace know causing pain remember need cry wipe eyes tonight fall asleep run thumb across cheek across cheek cry cause wipe eyes know made feel way got ta breathe okay okay cry cause wipe eyes oh cause wipe eyes cross line could forget let pressure get heads broken heart requires attention cause something right wan na fight hey come let embrace know causing pain remember need cry wipe eyes tonight fall asleep run thumb across cheek across cheek cry cause wipe eyes know made feel way got ta breathe okay okay cry cause wipe eyes please lose faith worry cause keep safe promise let see face let let wipe eyes tonight fall asleep run thumb across cheek across cheek cry cause wipe eyes know made feel way got ta breathe okay okay cry cause wipe eyes
  Iggy Pop  ,American Valhalla,plans debts mind carefree set looking american valhalla passes give holler please shot gun used knife easy life hoping american valhalla outlived use please drink juice innocence hard figure innocence hard figure know know know know hard figure know know know know american valhalla death pill tough swallow anybody kill man everything nothing name lowly lowly deeds one sees lowly lowly deeds one sees american valhalla death pill hard swallow anybody bring friend man everything nothing name nothing name nothing name nothing name nothing name
  Iron Maiden  ,2 Minutes To Midnight,kill gain shoot maim need reason golden goose loose never season blackened pride still burns inside shell bloody treason gun barrel fun love living death killer breed demon seed glamour fortune pain go war blood freedom stain pray soul anymore minutes midnight hands threaten doom minutes midnight kill unborn womb blind men shout let creatures show unbelievers napalm screams human flames prime time belsen feast yeah reasons carnage cut meat lick gravy oil jaws war machine feed babies killer breed demon seed glamour fortune pain go war blood freedom stain pray soul anymore minutes midnight hands threaten doom minutes midnight kill unborn womb body bags little rags children torn two jellied brains remain put finger right madmen play words make us dance song tune starving millions make better kind gun killer breed demon seed glamour fortune pain go war blood freedom stain pray soul anymore minutes midnight hands threaten doom minutes midnight kill unborn womb midnight midnight midnight night midnight midnight midnight night
  Yellowcard  ,Two Weeks From Twenty,jimmy really popular couple friends back home sooner later getting join alone dreaming ivory league since three feet tall get hell jersey would never look back heroes say miles away lost another one sent gun gon na miss two weeks twenty still shame man blame jimmy never reason stay cos factories shut line name could sign away right proud tried kiss way door put little hand face understand leaving said hope gon na ask wait heroes say miles away lost another one sent gun lady missed two weeks twenty still shame man blame jimmy mother went capitol hill could fill heart joy maybe shake hands tell thank sir taking boy heroes say miles away lost another one sent gun mama missed two weeks twenty still shame man blame still shame blame blame blame blame blame
  Electric Light Orchestra  ,Last Train To London,back street big city sun going music around felt right one nights one nights feel world stop turnin standing music air away knew stay chorus last train london headin last train london leavin town really want tonight last forever really wan na let music play line tonight one nights one nights feel fire burnin everybody everybody share felt right lookin like one around nothin else could away knew say repeat chorus underneath starry sky time still hours must really rushed realize love eyes really gone love went repeat chorus
  Nine Inch Nails  ,March Of The Pigs,step right march push crawl right knees please greed feed time hesitate want little bit want piece think losing want watch come like look like taste like smell want watch come pigs lined give want take skin peel back make feel better shove inside surprise lies stains like blood teeth bite chew suck away tender parts want break want smash want fuck want watch come maybe afraid let discredit let pick away want watch come make feel better pigs tonight sleep soundly everything right
  Pink Floyd  ,High Hopes (Radio Edit),beyond horizon place lived young world magnets miracles thoughts strayed constantly without boundary ringing division bell begun along long road causeway still meet cut ragged band followed footsteps running time took dreams away leaving myriad small creatures trying tie us ground life consumed slow decay chorus grass greener light brighter friends surrounded nights wonder verse looking beyond embers bridges glowing behind us glimpse green side steps taken forwards sleepwalking back dragged force inner tide higher altitude flag unfurled reached dizzy heights dreamed world instrumental verse encumbered forever desire ambition hunger still unsatisfied weary eyes still stray horizon though road many times chorus grass greener light brighter taste sweeter nights wonder friends surrounded dawn mist glowing water flowing endless river ever ever instrumental outro charlie hello charlie great
  Run River North  ,Fight To Keep,left heart top window sill fell apart winds pulled ground sun drove colors deep summer heat colors seem drown x pulled colors simple tune breath song dusted sand put pieces sleeve oh gave heart look pretty fell upon knees x ground saw face spoke love oh sang grace come night light gone dark deeds done done darkness must turn away mangled heart meant much though wind telling ok stand ground till hear kingdom come x fight keep fire burning night found words keep still oh prone go make mistakes hear voice calling name ground saw face spoke love oh sang grace come night light gone dark deeds done x fight keep fire burning night x fight keep fire burning x
  The Damned  ,Problem Child,stealin cars lost bars treating hard like superstars want come home love records alright going play em problem child problem child think live much wild problem child problem child get home daddy gon na tan hide gave dose sister need teen dream hipster care grades school teacher probation lady says cool problem child problem child think live much wild problem child problem child get home daddy gon na tan hide gave dose sister need teen dream hipster care grades school teacher probation lady says cool problem child problem child think live much wild problem child problem child get home daddy gon na tan hide problem child problem child think live much wild problem child problem child get home daddy gon na tan hide
  로열 파이럿츠  ,Without You,baby know say nobody without without nobody without yeah yeah yeah yeah yeah yeah stay night stay night nobody without without nobody without yeah yeah yeah yeah yeah yeah stay night stay night baby know say
  신해철  ,날아라 병아리,
  Scar Symmetry  ,Prism And Gate,submerged filth fragmented chaos chrysalis state await birth thoughts memories proceed haunt soon fragments gone morphing begins becoming god birth nothing death beginning soul yearning morph new paradigms find wisdom learning always finds way see embers burning sense dividing line dead living burns time feeds within born alive feed inside presence goes beyond life fate follow mind birth nothing death beginning soul yearning morph new paradigms find wisdom learning always finds way see embers burning sense dividing line dead living burns time feeds within born alive feed inside presence goes beyond life fate follow mind morphing complete come forth emerging god birth nothing death beginning feeds within born alive feed inside presence goes beyond life fate follow mind one within transforming tide
  Marilyn Manson  ,Burning Flag,wan na sell buy dumb good god hard find crowd wants see dead right feel alive first time marching death mouth sex add violence get stars waiting scared hating stars burning flag point gun hope go away god alive would hate anyway right wing left left one gray safe kids nothing safe rated g rating election day got b c f u c k f u c k f u c k marching death mouth sex add violence get stars waiting scared hating stars burning flag point gun hope go away god alive would hate anyway stars wasting scared hating stars burning flag stars burning flag stars burning flag stars burning flag stars burning flag stars burning flag
  Seoul Mothers  ,Don`t Forget What Your Mother Said,close eyes reflect last day one never talk encouraging word always ask make thing right never say anything comes anger forget mother said forget mother said forget mother said forget mother said forget mother said forget mother said forget mother said forget mother said never ask crime make mother always proud never ask crime make mother always proud
  Gogang (고갱)  ,The Last Party,looking something wandering maze eyes closed house cloud words makes smile enough stop steps body went drink said wan na enjoy last party whenever almost satisfied woke dreaming trying fall trying fall run quickly working clock party never danced like burning flames said oh gosh run quickly working clock party never ground closer sky know well world shams thinking hero even know happen today give fuck let rest hurry oh let rest hurry oh let rest hurry oh let rest moment run quickly working clock party never danced like burning flames said oh gosh run quickly working clock party never danced like burning flames run run run run quickly working clock party never ground closer sky know well find excuse know ground comfortable long bright lights time wake
  Limp Bizkit  ,Full Nelson (Album Version),everybody always picking everybody always picking anybody really know thing anybody really know thing one days place place punk time yeah takes place wan na talk shit step ass say right face get knock fuck cause mouth writing checks ass cash knocked straight fuck cause mouth writing checks ass cash believing shit talking even know still talking shit even know still talking shit one day catch act act red handed caught act punk day one day step ass say right face get knock fuck cause mouth writing checks ass cash knocked straight fuck cause mouth writing checks ass cash sure cause world really stuck get along sure cause world really stuck get along pathetic peoples purposly rape us talking try ignore ignore keep talking think good cheap liers without us got fortunates ones got fire burn mother fucker burn mother fucker burn mother fucker dowwwwwwn burn mother fucker dowwwwwwn burn mother fucker get knock fuck cause mouth writing checks ass cash knocked straight fuck cause mouth writing checks ass cash ass cash
  Mew  ,Comforting Sounds,feel alright spite comforting sounds make feel alright make promises break house share solitude nothing pure anymore solitude hard make sense feels sensing lens someone else comes sit listening drums previously never called solitude probably know shows put blunted exhausted like anyone honestly tried avoid honestly back kids would always know stop good kids messing nobody gained accomplished anything
  롤러 코스터  ,눈을 한번 깜박,
  시나위  ,어머니의 땅,
  Bic Runga  ,She Left On A Monday,left monday siren road herringbone overcoat expect get back ordinary sky today like day aeroplanes write name clouds nothing wrong already sunday know sunday day would come around go foolish man use pride endure could make easier like sinking trying stay afloat like wind blown paper boat uncharted sea question driving kill time racing power lines back town go foolish man use pride endure could make easier go foolish man use pride endure could make easier make easier make easier make easier
"  Jamie Kaleth ,  Ross Mclean  ",We Got It All Right Here,need leave house find perfect summers day got right got right feel sun back arms night time day got right got right
  22-20s  ,Baby Brings Bad News,getting sick everyone getting sick keeping positive getting bored putting smile good good yeah good pay like lord hard keep head got everything lose baby brings bad news goes running getting sick cleaning mess getting sick helplessness getting bored feeling insecure getting bored looking bedroom door getting bored songs sings heard million times lord hard keep head got everything lose baby brings bad news goes running lord hard keep friends everything choose baby sings blues anyone seems care lord hard keep head got everything lose baby brings bad news goes running lord easy floor got nothing left lose baby cries food anyone refuse anyone refuse anyone refuse
  Meg Myers  ,Numb,said done tell write tell fight war keep marchin like broken robot money back guarantee verse custody criminal next big thing look become silly little monster held tongue chorus hate feeling weight upon shoulders pushing pressure think want best nothing really matters force come guess feeling numb guess feeling numb verse sometimes wish could fly secret trap door another life life bury head sand want grow la la la la la la la chorus hate feeling weight upon shoulders pushing pressure think want best nothing really matters force come guess feeling numb guess feeling numb bridge play game everything tell losers win end play game anything tell losers win end chorus outro hate feeling weight upon shoulders pushing pressure think want best nothing really matters force come guess feeling numb guess feeling numb guess feeling numb guess feeling numb
  Joe Cocker  ,Unchain My Heart,unchain heart baby let unchain heart cause care got sewed like pillow case let love go waste unchain heart oh please please set free unchain heart baby let go unchain heart cause love ev ry time call phone fella tells home unchain heart oh please please set free spell like man trance know darn well stand chance unchain heart let go way unchain heart worry night day lead life misery care bag beans unchain heart oh please please set free sax solo spell like man trance know darn well stand chance unchain heart let go way unchain heart worry night day lead life misery care bag beans unchain heart please please set free please set free oh set free please set free woah set free please set free woowow set free little darlin please set free oh set free
  U2  ,"Stay (Faraway, So Close!)",green light seven eleven stop pack ofcigarettes smoke evenwant hey checkyour change dressed like car crash whee ls areturning upsidedown say hehits mind hehurts feel alive hey babe tat wat red lights gray morning stumble holein ground vampireor victim depend around used tostand watchthe adverts could lipsynch thetalk shows look lookthrough youtalk talk touch feela thing could stay night would giveyou stay day would keep trust stay night would enough faraway close withthe static radio satelite television go miami new orleans london belfastand berlin youlisten call jump justmight fall shout onlyhear could stay nightwould giveyou stay day would keep trust stay demons drowned stay spirit found stay night would beenough three clock morning quiet one around bang clatter angel runs ground bang clatter angel hits ground
  이브  ,Adrenalin Drive,adrenalin overlap
  Red Hot Chili Peppers  ,Strip My Mind,oh yeah oh ohh yeah arthur j indicate boulevard would never full love life yeah hot hades early eighties sing another song make feel like love yeah oh yeah oh please strip mind leave something behind please strip mind oh yeah oh ohh yeah favor sign waiver bloody carolina take another look inside yeah operator co creator come radiator blow another top sing yeah oh yeah oh please strip mind leave something behind please strip mind el dorado lotto cash clue know yeah oh yeah oh please strip mind leave something behind please strip mind leave something behind
  클라인 블루  ,Rain,oh falling rain heart places
