artist,title,Korean_clean_lyric
  한요한  ,작업실 (Feat. 우혜미),먼저 내다 전화 걸다 좋다 벨소리 울리다 쎄다 관심 없다 사람 같다 최대한 상남자 미안하다 미안하다 작업실 놀다 오다 좋다 음원 심의 걸리다 상상 이렇다 수법 써다 물다 식은땀 미안하다 미안하다 침착하다 전화 받다 멘트 자다 알다 있다 한요 믿다 잠시 혼자 어리다 버리다 혼자 페스티벌 만들다 이렇다 사람 있다 성지 몰다 몰다 몰다 외치 부르다 번지 서교동 작업 작전 짜다 김칫국 나다 생각 그러니까 작업실 오란 스윙스 누군지 좋다 이름 파다 쓸다 한번 이해 해주다 이렇다 수법 써다 물다 식은땀 미안하다 미안하다 장비 올려놓다 최대한 멋지다 비트 찍다 힙합 리얼 되다 생각 록커 변신 기타 잡지 그렇다 솔직하다 한요 방식 처음 치다 밑밥 깔다 시작 동시 바뀌다 표정 보다 배우다 악기 보다 작업 작전 짜다 김칫국 나다 생각 그러니까 작업실 오란 가다 있다 어색하다 분위기 손끝 닿다 그때 정적 깨다 기타 소리 작업 작전 짜다 김칫국 나다 생각 그러니까 작업실 오란
  김진표  ,어렸나 봐 (Feat. 유성은),없다 시절 없다 오늘 같이 가끔 생각 제일 자다 나가다 어깨 굳다 그때 만큼 전부 써다 버리다 없다 바로 신나다 나이트 진짜 혹시 걸리다 않다 오늘 뭐라다 치다 근데 혹시 정말 들다 여자 나타나다 어떡하다 오늘 몰래 화장 피곤하다 아마 사랑 어리다 보다 그게 사랑 모르다 보다 그냥 막연하다 두렵다 보다 근데 아마도 아마 사랑 보다 언제나 쎄다 래야 되다 알다 친구 여자 매다 시간 많다 데이트 친구 먼저 친구 생일 먼저 친구 고민 먼저 친구 친구 먼저 어리석다 시간 순식간 멀어지다 우린 항상 함께 몰리다 다니다 마치 액션영화 우정 이름 남다 이름 언제나 어설프다 잡다 친구 공주 만들다 어리석다 왕자 기다리다 아마 사랑 어리다 보다 그게 사랑 모르다 보다 그냥 막연하다 두렵다 보다 근데 아마도 아마 사랑 보다 그때 판단 없다 그렇다 내다 정말 어렵다 대체 옳다 건지다 그른 건지다 좋다 건지다 아니다 건지다 정말 맞다 건지다 사랑 그게 아니다 건지다 사랑 어리다 보다 그게 사랑 모르다 보다 그냥 막연하다 두렵다 보다 근데 아마도 아마 사랑 보다 없다 시절 어리석다 정말 없다 사랑 기억 전부 애틋하다 없다 시절 어리석다 정말 따다 없다 사랑 기억 전부 애틋하다
  최서현  ,호텔뷰 (Feat. Kidd King),호텔 호텔 같다 여자 늘다 돌다 어젯밤 돌다 어젯밤 패션 기분 사고 싶다 주제 맞다 행동 그게 모토 이번 벌다 갈다 필요 없어지다 동묘 근데 알다 생각 달라 버클 바지 상당하다 위협 말르다 오늘 필요 없어지다 우리 막다 맞다 자연스럽다 몸짓 벙찐 표정 자다 누르다 써다 참이슬 진토닉 호텔 수영 싶다 바디 라인 지나가다 그대로 깔리다 패션 킬러 필요하다 보이다 호텔 호텔 같다 여자 늘다 돌다 어젯밤 돌다 어젯밤 있다 우린 떠나다 우린 지치다 벗어나다 우리 있다 우릴 방해 없다 정말 멋지다 추다 진짜 우린 시시비비 따지다 필요 없다 즐겁다 호텔 같이 아름답다 이미 확실하다 바디 라인 마치 욘세 지나가다 여자 여자 가지다 갖다 호텔 무슨 더하다 호텔 호텔 같다 여자 늘다 돌다 어젯밤 돌다 어젯밤 호텔 호텔 호텔 호텔 호텔 호텔 호텔 호텔 같다 여자 늘다 돌다 어젯밤 돌다 어젯밤 호텔 호텔 같다 여자 늘다 돌다 어젯밤 돌다 어젯밤
  알앤피  ,어리석은 이기심,사람 사람 없다 같다 사람 사람 없다 같다 우연히 걷다 마주치다 모습 반갑다 있다 시간 많이 지나 잊다 살아오다 다시 만난 모습 어리다 그대로 짝사랑 어리다 모습 떠오르다 지내다 자다 지내다 자주 생각나다 결혼 소식 들다 차다 많이 섭섭하다 그렇게 생각 많이 나다 사람 사람 없다 같다 사람 사람 없다 같다 그렇게 시간 걸리다 소식 담기다 친구 전화 믿다 수가 없다 나오다 만난 얼마 지나다 않다 사고 남편 잃다 혼자 힘들다 살아가다 있다 남겨지다 자의 슬픔 커지다 버리다 더미 핏덩 업다 없다 단칸 인형 있다 사채 업자 맞다 미소 파랗다 들다 어리다 청혼 뒤로 가다 보다 듯이 자다 살다 바보 같이 그렇다 힘들다 미치다 버리다 같다 내다 전화 바보 같이 그렇다 사람 사람 없다 같다 사람 사람 없다 같다 내다 이제 웃다 만큼 아프다 신도 허락 신다 용서 소서 남겨지다 나오다 함께 되다 신다 용서 소서 오래 미류나무 아래 손가락 약속 이제 차례 인하다 힘들다 지다 아니다 이제 나다 있다 같다 뭐라다 해도 어렵다 시작 우리 두운 행복하다 보금자리 깨다 머릿 속도 함께 고통 조차 잊혀지다 가나 계속 싶다 사람 사람 없다 같다 사람 사람 없다 같다 사람 사람 없다 같다 사람 사람 없다 같다 사람 신다 자다 끄다 이제 가다 그녈 다시 남기다 두다 돌아오다 없다 떠나가다 보이다 결말 알다 다가가다 어리석다 이기심 신다 자다 끄다 죽다 알다 고통 받다 편하다 있다 가지다 모든 자다 끄다 마지막 가다 그녈 마음 치유 되다 있다 경제 여유 로움 아프다 마음 선택 자다 끄다 선택 자다 끄다 신다 용서 소서
  K`NAAN  ,Fatima,
  영 보이즈  ,Don`t Worry (Feat. junggigo),다른 있다 생각 목소리 들려오다 헤어 나오다 없다 그저 있다 바라보다 우린 평범하다 사람 무엇 특별하다 사랑 뭐라다 해도 걱정 뭐라다 해도 변하다 어느 지치다 미소 있다 다시 일어서다 있다 물론 가끔 다투다 있다 서로 사랑 때문 잊다 걸어가다 사라지다 기다 헤매다 잡다 감사하다 같이 걸어가다 길이 걱정 섞이다 그대 당신 빛나다 무대 아프다 기억 잠시 내다 보여주다 밝다 미소 아침 눈부시다 인하다 매일 뜨다 그대 알다 그대 하루 꿈꾸다 같다 이불 아침 미루다 싶다 창가 스미다 차갑다 품속 파고들다 아기 같다 거치다 바람 막다 가슴 담기다 받다 나은 인하다 매일 생일 같다 밝히다
  Kurupt  ,That`s Gangsta,
  타우  ,Bonus Track (Radio Edit),하나 끝나다 먹다 그렇다 친구 먹다 있다 들다 전화하다 사랑 있다 보다 사랑 사랑 아프다 떠나다 없다 사랑받다 싶다 바라보다 힘드다 이렇게 아프다 떠나다 그대로 하나 빼다 끊다 담배 다시 피기 시작 요즘 그렇다 없다 하나 제대로 있다 없다 찍다 사진 보다 너무나 다정 웃다 잇다 차다 예쁘다 표정 그렇다 아직도 바보 같다 표정 그렇다 바르다 않다 머리 좋아하다 오늘 그냥 이대로 다니다 이제 익숙하다 편하다 이렇다 가슴 아프다 그렇다 아직 이르다 살다 바보 아직 붙잡다 살다 약속 나르다 두다 돌아서다 잊다 그게 자다 안되다 사랑 사랑 아프다 떠나다 수가 없다 사랑받다 싶다 바라보다 힘드다 이렇게 아프다 사랑 그땐 보내다 있다 이별 아름답다 행복하다 바라다 흔하다 돌아서다 아직 어리다 사랑 어리다 힘들다 머무르다 있다 사랑받다 있다 행복하다 이제 떠나다 사랑 사랑 아프다 떠나다 수가 없다 사랑받다 싶다 바라보다 힘드다 이렇게 아프다 보다 보다 나라 잊다 발악 바보 같다 가슴 쥐다 짜다 소리내다 울다 보다 모든 달라지다 없다 사람 사랑 미치다 아프다 사람 떠나가다 너무나 아프다 사람 잊다 미치다 아프다 사람 보다 아프다
  A Boogie Wit Da Hoodie  ,Swervin (feat. 6ix9ine),
  Goodie Mob  ,Special Education (Feat. Janelle Monae),
  YDG  ,비트를 찾아나서,뜨다 지다 웃다 울다 고프다 부르다 좋다 싫다 골치 아프다 모두 해결 나서다 하염없이 맞다 걸다 혼자 정리 안되다 생각 잠기다 생각 잠기다 오늘 죽여주다 비트 찾다 인간 어쩔 없다 아니다 나다 어쩔 없다 되다 되다 욕심 이기심 터지다 고갈 되다 기다 커녕 뜨다 뜨다 뜨다 고난 모으다 무릎 꿇다 세상 모기 모기 모기 모기 하나님 잘못 좋다 핑계 거리 되어다 하나님 가면 쓸다 이기심 이기심 이기심 씻다 받다 사람 되어다 허영은 끊다 않다 이대로 가다 돌이키다 없다 인생 원래 돌이키다 없다 돌이키다 없다 이기심 잔인함 자꾸 합리화 시키다 인간 어쩔 없다 그렇다 싸하다 핑계 그렇다 이기심 가면 어디서 가져오다 하필 골치 아프다 모두 해결 나서다 하염없이 맞다 걸다 혼자 정리 안되다 생각 잠기다 생각 잠기다 오늘 죽여주다 비트 찾다 골치 아프다 모두 해결 나서다 하염없이 맞다 걸다 혼자 정리 안되다 생각 잠기다 생각 잠기다 오늘 죽여주다 비트 찾다 인간 어쩔 없다 아니다 나다 어쩔 없다 되다 되다 되다 차다 힘들다 같다 않다 저기 거려 보지 결국 과정 크다 않다 내다 놓다 바보 넉넉하다 웃다 보지 보지 보지 현실 치다 보다 미치다 듯이 고독 몸부림 그렇다 우린 서로 기대다 대감 아니다 사람 같이 혼자 모든 성립 되다 않다 우리 만들다 우리 부수 문제 기대다 산다 인생 그것 성립 되다 과정 문제 결국 기대다 위해 우린 서로 부딪히다 깎다 바위 자갈 되다 꿈꾸다 산다 현실 위배 되다 없다 현실 내일 웃다 보리 변하다 위해 얼마나 많이 개다 내다 고통 해내다 성찰 있다 인간 어쩔 없다 아니다 나다 어쩔 없다 되다 되다 미워하다 없다 부럽다 없다 이란 형통 형통 같다 않다 세상 모든 같다 않다 세상 모든 뜻대로 오다 뜻대로 하옵다 골치 아프다 모두 해결 나서다 하염없이 맞다 걸다 혼자 정리 안되다 생각 잠기다 생각 잠기다 오늘 죽여주다 비트 찾다 골치 아프다 모두 해결 나서다 하염없이 맞다 걸다 혼자 정리 안되다 생각 잠기다 생각 잠기다 오늘 죽여주다 비트 찾다
  영웨스트(Young West)  ,Fool You (Feat. Loco),얘넨 청바지 써다 느끼다 준비 오다 보다 파티 오다 보다 오다 보다 안티 끼다 머리 연기 쌓이다 원하다 써다 없다 바램 청바지 필요 없다 가다 곳곳 꼰대 들다 이건 바보 같다 내다 배우다 들다 행복하다 포효 현실 들다 이민 졸리다 직업 보다 무례하다 않다 그냥 믿다 찍다 김치 김치 먹다 자라 향기 배다 태극 기다 비다 얼굴 빨갛다 싫다 당당하다 뜨다 구름 푸른 띄우다 구름 맥퀸 주름 보다 보다 다리 주름 어깨 힘주다 살다 물방울 걸인 보다 보다 원하다 매번
"  Ted Park ,  pH-1 ,  식케이 (Sik-K) ,  Woodie Gochild  ",ON THE ROAD (Prod. BIG BANANA),대한민국 여권 비행기 우릴 데리다 달러 싸인 챙기다 매일 도시 사람 섹시하다 대다 잘생기다 않다 자꾸만 불다 우린 시키다 미국 찍다 어딜 갈다 생각 다음 도시 아마도 보고 오빠 쓰다 놀다 벌다 한마디 대충 쓰다
  V1VA (비바)  ,Chidi Ching (Prod. ASNP),녹아내리다 은하수 작업 작업 작업 떠나다 미련 없이 갈다 가지 주다 빚진 살다 싫다 차곡 차곡 파도 같다 벗다 많다 좋다 갈다 바쁘다 바쁘다 미치다 만들다 체인 넘다 재밌다 갈다 바쁘다
  G Herbo  ,Pull Up,
