artist,title,English_clean_lyric
  나무자전거  ,남자는 여자를 귀찮게 해,
  Steve Wariner  ,All Roads Lead To You,blacktop burning heat waves rise pick shove l put back grind got another job flagstaff one paid work freeway pays right get mind cause every stretch highway ends roads lead thought could forget use memory wherever go whatever road lead boss said one mile go last one always goes slow could turn mind right keep wondering went wrong whose holding gone minute goes cross mind roads lead thought could forget use memory wherever go whatever road lead sun getting think see every car passes way around always love fool read signs roads lead thought could forget use memory wherever go whatever road lead roads lead thought could forget use memory wherever go whatever road lead roads lead thought could forget use memory wherever go whatever road lead
  조동진  ,그 (Remastered),
  김광석  ,그녀가 처음 울던 날,
  송창식  ,맨처음 고백,
  Dan & Shay  ,From The Ground Up,grandma grandpa painted picture years one little house memory saying kiss goodnights love baby walk footsteps build family one day time little toes painted pink room beautiful baby looks like build love ground til forever take hand man dad hoped build love ground worse better need beside stand good bad give build love ground life go blink eye wan na spend without side clouds gon na roll earth gon na shake shelter wind rain build love ground til forever take hand man dad hoped build love ground worse better need beside stand good bad give build love ground someday wake thousands pictures years little house trade nothin life built kiss goodnight say love still build love ground worse better need beside stand good bad give build love ground ground
  에디킴  ,밀당의 고수,everybody knows girl day realize girl baby girl queen push pull push pull push pull fast food lovin lovin lovin everybody knows girl day realize girl baby girl queen push pull push pull push pull fast food everybody knows girl day realize girl everybody knows girl day realize girl baby girl queen push pull push pull push pull push pull
  이치현과 벗님들  ,"추억의 밤, 돌아와요",
  햇빛촌  ,가을 나들이,
  Eric Clapton  ,Forever Man ,late evening wondering clothes wear puts make brushes long blonde hair asks look right say yes look wonderful tonight go party everyone turns see beautiful lady walking around asks feel right say yes feel wonderful tonight feel wonderful see love light eyes wonder realize much love time go home got aching head give car keys helps bed tell turn light say darling wonderful tonight oh darling wonderful tonight
  Ryan Kinder  ,Close,close like little strap shoulder close like since slid close like sun going wan na close know baby fly high touching heaven tonight take place never baby chance first kiss landed diving edge baby going let go wants go yeah might fall love sure come close sure come close yeah close yeah even close midnight close even close eyes close like lips mine nothing quite like close know baby fly high touching heaven tonight take place never baby chance first kiss landed diving edge baby going let go wants go yeah might fall love sure come close sure come close yeah yeah yeah let go wants go might fall love baby fly high take place never baby chance first kiss landed diving edge baby going let go wants go yeah might fall love sure come close sure come close yeah oo oo oo oo oo oo oo oo oo oo
  조동진  ,어떤날,
  Buddy Guy  ,"Blues Don`t Care (Feat. Gary Clark, Jr.)",blues care young old real big deal poor soul makes different wrong right blues track gon na pick fight blues care blues care know cause share creep least expect make hair stand back neck try run escape middle finger hand faith oh care blues fair know cause share buy insurance try ease mind lock woman hide wine bury money cold hard ground blues gon na get way somehow blues care blues care know yes cause really share blues care blues care blues care
  라즈베리필드  ,그저 그런 여름날들 (Inst.),gone away gone away gone away gone away woody allen
  섬  ,새벽,tonight tonight wan na without wan na except please hold hand find blue moon eyes hold please hold let without tonight tonight wan na without wan na except wan na without wan na except
  쿨 (COOL)  ,오랜 친구에게,friend na na na na na na na na na na na na na na na na na na na na na na friend na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na
  Simon & Garfunkel  ,The Sound Of Silence,hello darkness old friend come talk vision softly creeping left seeds sleeping vision planted brain still remains within sound silence restless dreams walked alone narrow streets cobblestone neath halo street lamp turned collar cold damp eyes stabbed flash neon light split night touched sound silence naked light saw ten thousand people maybe people talking without speaking people hearing without listening people writing songs voices never share one dare disturb sound silence fools said know silence like cancer grows hear words might teach take arms might reach words like silent raindrops fell echoed wells silence people bowed prayed neon god made sign flashed warning words forming sign said words prophets written subway walls tenement halls whispered sound silence
  우유 (김민지)  ,날씨 좋아요,
  장희원팀  ,나무에 걸린 물고기,
  유승우  ,잊어야 한다는 마음으로 (원곡가수 김광석),
  포커스  ,Too Much Heaven,nobody gets much heaven much harder come waiting line nobody gets much love anymore high mountain harder climb oh girl got lot love store flows flows love much life see beyond forever everything never die loving beautiful thing oh make world summer day dream fade away nobody gets much heaven much harder come waiting line nobody gets much love anymore high mountain harder climb loving beautiful thing oh make world summer day dream fade away nobody gets much heaven much harder come waiting line nobody gets much love anymore high mountain harder climb nobody gets much heaven much harder come waiting line nobody gets much love anymore high mountain harder climb nobody gets much heaven much harder come waiting line nobody gets much love anymore high mountain harder climb
  유소이  ,사랑밖엔 난 몰라,
  Lisa Mitchell  ,Neopolitan Dreams,go okay dream rest away little touch fate okay sure takes precious time got right turn head sky focus one thought time let little thieves tightly buttoned sleeves longer time feel like walking blind nowhere time legible signs legible signs like way talk like way walk hard recreate individual gate wait turn queue say sorries thank think ever hundred percent room room room deepest dark nights lies highest highs neapolitan dreams stretching sea wait turn queue say sorries thank think ever hundred percent room room room
  Jono McCleery  ,Bet She Does,thought treat evening go hang pigeons drink red wine share good cheese watch pretty poeple passing hour later wine play broken guitar watch people gather round naturally close eyes sing invite back place see familiar face holding stare help pretend walks tell miss much walked say miss much bet
  Willie Nelson  ,Young at Heart,fairy tales come true happen young heart hard find narrow mind young heart go extremes impossible schemes laugh dreams fall apart seams life gets exciting passing day love either heart way know worth every treasure earth young heart rich much better far young heart survive hundred five look derive alive best part head start among young heart survive hundred five look derive alive best part head start among young heart
  Orville Peck  ,Summertime,catch em surprise chasin horizon nothin holds askin time gone dreamin lights tryna keep eyes something along rise chorus bide time miss summertime verse catch run punish love young never right time watch fallin always catch call whistle walkin something inside dies chorus oh miss summertime bridge keep rockin baby keep risin tide somewhere along rise son gun maybe ridin night somewhere inside dies miss summertime chorus yeah oh miss summertime
  Bard  ,오늘의 여행,
  김광석  ,끝나지 않은 노래,
  10CM  ,아마도,
  Judy Collins  ,Both Sides Now,bows flows angel hair ice cream castles air feather canyons everywhere looked clouds way block sun rain snow everyone many things would done clouds got way looked clouds sides still somehow clouds illusions recall really know clouds moons junes ferris wheels dizzy dancing way feel every fairy tale comes real looked love way another show leave em laughing go care let know give away looked love sides win lose still somehow love illusions recall really know love tears fears feeling proud say love right loud dreams schemes circus crowds looked life way old friends acting strange shake heads say changed well something lost something gained living every day looked life sides win lose still somehow life illusions recall really know life
  카란  ,사실은 좋아,
  Mocca  ,Sunday Afternoon,one fine day sunday afternoon wait get room see trees watch flowers bloom better quick cause rain might coming soon one fine day sunday afternoon straw way along avenue away hand lovely friendly neighbours sweet love meet ang greet tied shoes hang hat bring bring snacks put inside bag grab tight forget green umbrella one fine day sunday afternoon glad get room see trees watch flowers bloom better quick cause rain might coming soon tied shoes hang hat bring bring snacks put inside bag grab tight forget green umbrella one fine day sunday afternoon glad get room see trees watch flowers bloom better quick cause rain might coming soon tied shoes hang hat bring bring snacks put inside bag grab tight forget green umbrella one fine day sunday afternoon straw way along avenue away hand lovely friendly neighbours lovely sunday afternoon
  Ed Sheeran  ,Lego House,gon na pick pieces build lego house things go wrong knock three words two meanings one thing mind dark cold december got keep warm broken mend keep sheltered storm raging touch love pick getting things done think love better sight mind time things done think love better gon na paint numbers colour things go right frame put wall hard say surrender heart swap touch love pick getting things done think love better sight mind time things done think love better hold think braces breaking take dark cold december got keep warm broken mend keep sheltered storm raging touch love pick getting things done think love better sight mind time things done think love better touch love pick getting things done love better
  김광석  ,이등병의 편지,
  Laura Marling  ,Undine,made steps towards water undine last seen told saw make naive made steps towards shore sang love oh undine sweet pure make naive oh undine sing love oh undine knowing love lovely scene ropes around wrist tide pulled hair pulling away away yes water tried take tried make poor undine hide fought love yet died oh undine sing love oh undine fight way fight way live sea undine live sea going going let cold december took coat left left undine embers fire left left undine shore sang love oh undine sweet pure knowing love lovely scene live sea undine live sea going going let live sea undine live sea love
  조동진  ,나뭇잎 사이로 (Remastered),
  이지상  ,사랑이 와서 그대 잠 깨울때,
  Yuna  ,After Midnight,midnight shall kidnap world keep room hush love hold hand midnight shall take place one else know hush love hold hand exactly supposed come would find stay keep awake keep amazed today keep dazed love midnight shall stay awake chose close eyes hush love watch sleep exactly supposed come would find stay keep awake keep amazed today keep dazed love exactly supposed come would find stay keep awake keep amazed today keep dazed love
  최상엽  ,그네,
  Keb` Mo`  ,Tell Everybody I Know,secret care gon na shout everywhere love baby hot cold fast slow love baby gon na tell everybody know evening bed hear voices head say never never ever let go well love baby gon na tell everybody know yes love baby gon na tell everybody know women mean thing pick em drop em sea got money care open pocket book pay fare know loves high low well love baby gon na tell everybody know yes love baby gon na tell everybody know women mean thing pick em drop em sea cause got money know care open pocket book pay fare know loves high low well love baby gon na tell everybody know yes love baby gon na tell everybody know sweet thing fine thing loving thing gon na tell everybody know tell everybody know tell everybody know tell everybody know sweet thing loving thing know loves hot cold fast slow gon na tell everybody know know love baby
  Rosie Thomas  ,Since You`ve Been Around,wandering crawling two steps away falling seem get around heavy weary thinking clearly seem find solid ground since around running hiding afraid never find always felt lost crowd sinking drowning afraid losing head spinning round round since around foolish crazy think maybe got lot things figure winning losing afraid never choosing heart mine beaten came around
  Freddie King  ,Living On The Highway,living highway l russell nix twenty years ago fourteen years old first heard wolfman howl sneaked door whisky floor fuzz prowl seems long ago living highway giant man always understands best notes use hand make two mine heart beat right time taught sing blues reason choose live highway played blues walter muddy pulled know jimmy rogers song two one thing know matter go little howling sing blues living highway years come gone blues still go sing songs fun ask song cause women like see come guitar band living highway
